graph,n,trial,demand,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
Grid,100,4,Fixed,10.348741627308138,1.4482833878987529,0.924040404040404,0.005412499408046814,4.516760539899732,0,0.612840800442827,99,1.1371022096812489
Grid,100,4,Uniform,10.687069658057194,1.1951939575201818,0.9520202020202018,0.006124116884839121,4.683538434657647,10,0.5533752491393371,109,1.1742771209136136
Grid,100,5,Fixed,10.574171029457176,1.7111738391342821,0.8952525252525251,0.002582794464063741,4.48661658241207,0,0.6422582824330791,99,1.1668321781770772
Grid,100,5,Uniform,10.405669170112903,1.1786423140745579,0.9575757575757575,0.006375317856286197,4.672077458076333,9,0.5474898567376392,108,1.1482384377299208
Grid,100,6,Fixed,10.54457756767581,1.6229567078770553,0.9116161616161615,0.0033636704082656383,4.50006142777353,0,0.6389581165654654,99,1.1528576607301435
Grid,100,6,Uniform,11.237059529774255,0.897868612026829,0.9773737373737373,0.01595234004457668,4.736557271397516,16,0.5289561085529539,115,1.2285679611000613
Grid,100,7,Fixed,9.897718546411962,1.4826327005165258,0.9119191919191918,0.003504695456395284,4.531249903706324,0,0.6455527903938283,99,1.0977993990886172
Grid,100,7,Uniform,11.002442116309192,1.1361825542242712,0.961111111111111,0.0065307007449341495,4.725143399622802,15,0.5353911452616174,114,1.220329138190145
Grid,100,8,Fixed,10.430160355350122,1.3622419870379274,0.9246464646464646,0.005592049793627669,4.507039666756843,0,0.6352093566447976,99,1.1517578665803148
Grid,100,8,Uniform,10.97296047528534,0.8561596782776345,0.978989898989899,0.016871882548153805,4.71690945760792,14,0.5334167420359768,113,1.2116969554166093
Grid,100,9,Fixed,10.479392638084981,1.3165061461797636,0.9260606060606059,0.0048321863801653936,4.505232748377087,0,0.6551769211848619,99,1.1518166131891014
Grid,100,9,Uniform,10.462289802228478,1.1212228097900387,0.9549494949494951,0.005833628984338373,4.673059979304128,9,0.5743484499490235,108,1.1499367971394028
