n,trial,method,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
20,17,kNN,8.23088631953119,0.6822709749411252,0.9815789473684211,0.1353716452496782,3.5493980163370584,20,0.650973236009732,39,2.7290401449218296
20,17,RGG,8.62440293842776,0.5771820444612877,0.9842105263157894,0.23610796799305087,3.713521511483761,25,0.600473186119874,44,2.8595148725479804
20,17,Physarum,9.180257688172388,1.0113164818337583,0.9052631578947367,0.06480743898815533,2.794785312653204,5,0.5765060240963853,24,3.043814578303723
20,18,MST,2.971351834230318,0.672262703512477,0.8868421052631581,0.06802825529094801,2.858225638044641,0,0.6176616915422883,19,1.0
20,18,kNN,7.5492180463647145,0.5738739938967679,0.9815789473684211,0.17788473600657465,3.5604129633940396,19,0.5938172043010752,38,2.540667839936303
20,18,RGG,8.981758577036612,0.5419322935454333,0.9868421052631579,0.35483532581436195,3.7504032568861487,26,0.570655737704918,45,3.022785276911913
20,18,Physarum,10.87941464045225,1.063359951535101,0.9394736842105263,0.1277237871468896,3.026359425209144,7,0.6241496598639458,26,3.661436022190348
20,19,MST,2.962792163199304,0.7061528148208331,0.8710526315789473,0.05298966820223923,2.859429177560342,0,0.5497084548104956,19,1.0
20,19,kNN,7.548654661390807,0.6016332407239668,0.9921052631578947,0.14000856677265572,3.561236234727324,19,0.6671428571428575,38,2.54781781697423
20,19,RGG,8.483889462066358,0.5116052669974706,0.9947368421052631,0.4126103728486698,3.700316909351737,24,0.5256013745704469,43,2.8634777583943727
20,19,Physarum,10.671136181406256,0.9605955471175275,0.9289473684210524,0.09464979065183102,2.995834798911418,7,0.6675704989154014,26,3.6017160818608587
20,20,MST,3.0861700864298114,0.905395193409302,0.8342105263157895,0.03747750694846764,2.849215798158719,0,0.4615158636897767,19,1.0
20,20,kNN,8.270698375667745,1.1010109560542918,0.9289473684210525,0.07972788167597397,3.517618465913276,19,0.6449820788530465,38,2.6799230580436273
20,20,RGG,7.061488638866674,0.7199891567410935,0.9421052631578947,0.14089069008831664,3.5422522435328183,18,0.6426339285714284,37,2.28810740856984
20,20,Physarum,8.547474276066117,1.0645574584695892,0.9,0.05387878034804193,2.7546785560484035,4,0.5527113237639549,23,2.7696057043810347
20,21,MST,3.2785212781095345,0.9848102702048164,0.8289473684210528,0.03580319826421577,2.8036216840232733,0,0.478084606345476,19,1.0
20,21,kNN,9.001890924185885,0.9113611280129287,0.9605263157894737,0.10381216796982984,3.550435171603445,20,0.6325221238938055,39,2.7457167913750946
20,21,RGG,7.695543723885608,0.8161362057624194,0.9526315789473685,0.11924217828423192,3.5238704279354978,18,0.7053246753246754,37,2.3472605699612914
20,21,Physarum,9.042964873344193,1.1738602012132613,0.8947368421052632,0.05988043845871208,2.7908737870103044,5,0.5425445705024308,24,2.7582449849337443
20,22,MST,3.127097780798213,0.9871643330012578,0.8342105263157895,0.036975300579355344,2.813634622119888,0,0.45983606557377055,19,1.0
20,22,kNN,8.61628746823712,0.690499291993021,1.0,0.2436825364086459,3.5449403549583924,20,0.5104712041884816,39,2.755362343046962
20,22,RGG,8.520371790466383,0.8328658873668274,0.9394736842105263,0.09208840385729425,3.659843021300514,23,0.6085623678646934,42,2.724689916249277
20,22,Physarum,9.169486117738124,1.1362173488460097,0.8842105263157896,0.04541610381005766,2.853306751011358,5,0.5299431009957323,24,2.932267156480649
20,23,MST,2.848546123019688,0.753358381537849,0.8394736842105264,0.04003378079499913,2.8124560589901866,0,0.5049313358302123,19,1.0
20,23,kNN,7.969343166699718,0.6319979095874799,0.9657894736842104,0.12966448428564145,3.5812114943912072,21,0.6876558603491272,40,2.7976879511614063
20,23,RGG,8.270896717449121,0.6318631085370845,0.9552631578947368,0.14870852151870895,3.680489077530949,24,0.7485465116279064,43,2.903550218341315
20,23,Physarum,5.22824093165495,0.9095085031852145,0.8842105263157893,0.06403342788009561,2.6046508290759625,2,0.5503086419753087,21,1.835406802580607
20,24,MST,3.1283031385721314,0.8353022475993606,0.805263157894737,0.03048477091641027,2.788787588374096,0,0.44329004329004307,19,1.0
20,24,kNN,8.405353947704322,0.6030211109304972,1.0,0.2681024883630013,3.5049221427723896,19,0.5214666666666667,38,2.686873226595561
20,24,RGG,8.121578379994176,0.6361077114623445,0.9921052631578947,0.2761957488954311,3.5942998182791337,21,0.5540697674418602,40,2.596160928221666
20,24,Physarum,8.694066506036787,1.102409554359071,0.8473684210526315,0.035635664511765294,2.8355363688829645,5,0.47779126213592193,24,2.77916369383725
20,25,MST,2.9053663158591596,0.8110797030692785,0.8368421052631578,0.03904280192722265,2.787842732571529,0,0.4460140679953104,19,1.0
20,25,kNN,8.224453997263717,0.6715556191212402,0.9736842105263157,0.15770547677872448,3.551819492012963,20,0.6817191283292978,39,2.8307803915705634
20,25,RGG,8.087464986047975,0.6963329729475347,0.9789473684210528,0.21099330619894852,3.5921262394017948,21,0.6104534005037785,40,2.783630051020397
20,25,Physarum,9.40519275147849,1.106042234483754,0.9236842105263158,0.09449620605680674,2.9199474142863076,5,0.6856818181818178,24,3.2371796630736513
20,26,MST,3.1377266620564837,0.8740364326722794,0.8605263157894736,0.04878873721287194,2.8508008931274227,0,0.5554698457223004,19,1.0
20,26,kNN,7.876725573199907,0.7957891036794775,0.9394736842105263,0.1049919881583618,3.5327591380627847,18,0.6849785407725322,37,2.5103287894546735
20,26,RGG,6.683326014967021,0.8060541537471304,0.944736842105263,0.10673129808929427,3.4618857978395403,15,0.6463190184049081,34,2.1299898731735705
20,26,Physarum,7.752526551326632,1.153396954864403,0.8999999999999998,0.06770850583759747,2.8087441977820293,4,0.44354330708661394,23,2.470746303390743
20,27,MST,3.0297300072554743,0.7208800158286197,0.8447368421052632,0.04124445209619987,2.7555297965430077,0,0.5160280970625792,19,1.0
20,27,kNN,8.731161159980715,0.5651799394030285,1.0,0.21762137716006544,3.5966422700388616,23,0.7001519756838905,42,2.881828129592962
20,27,RGG,11.596327729117082,0.5499458155950737,0.9815789473684211,0.301214238500744,3.9611919810647245,38,0.5827137546468399,57,3.8275119239492192
20,27,Physarum,6.331503457442748,0.9729248527118205,0.9026315789473683,0.06929216247299522,2.771781454931283,3,0.5642857142857141,22,2.089791315490265
20,28,MST,3.7667492765334023,1.0826456420331592,0.8105263157894737,0.03097602197498337,2.866523562019033,0,0.43874458874458866,19,1.0
20,28,kNN,9.808991234912401,0.7284728473980694,1.0,0.2680150376340986,3.5862290498346967,20,0.4600864553314119,39,2.6040998523638845
20,28,RGG,7.384579180482171,0.8311391968670706,0.9552631578947368,0.09783527751648047,3.4765486090105417,15,0.6010917030567684,34,1.9604647504647066
20,28,Physarum,6.790421260774462,1.181767767969355,0.8342105263157895,0.03708894191486122,2.8091963749476716,3,0.4985642946317108,22,1.8027271693070561
20,29,MST,2.7409470876126223,0.8152279932017739,0.8447368421052632,0.03986885817785417,2.7757275022988077,0,0.5025062656641601,19,1.0
20,29,kNN,6.458593876362849,0.7934745622569545,0.9263157894736842,0.09311411027278936,3.4519722713650065,17,0.6743186582809226,36,2.356336576343148
20,29,RGG,7.165744600098484,0.6967218044250331,0.9315789473684211,0.10952253095278518,3.5789854997626103,21,0.7357843137254902,40,2.6143316054816226
20,29,Physarum,9.337260680462133,0.9582691072168268,0.9105263157894736,0.07924671949938446,2.940622652994117,8,0.5777039848197343,27,3.4065818791835674
50,0,MST,4.950926051274988,1.0246064700775634,0.8673469387755103,0.008644858710689133,3.7635618182248955,0,0.5172777205629935,49,1.0
50,0,kNN,11.481709084314497,0.9981127550495176,0.9628571428571427,0.021711054568488916,4.3928557619288435,42,0.6175632563256326,91,2.3191033284283593
50,0,RGG,46.448414118626644,0.55343133628191,1.0,0.9143461060226568,5.395592600170255,190,0.5513346228239844,239,9.3817628535706
50,0,Physarum,7.646763844906762,1.5120473642301568,0.900408163265306,0.01156541368182108,3.4480021577342397,1,0.5952601922439509,50,1.544511827830175
50,1,MST,4.8371767179253,0.9834271883670167,0.8673469387755101,0.008634175501965283,3.762434071554884,0,0.5168354762529517,49,1.0
50,1,kNN,11.74265161307676,0.794185877039893,0.9987755102040816,0.05611121884211313,4.422346718347586,44,0.5771847307430134,93,2.4275837534654445
50,1,RGG,42.80334929511527,0.6847918467944007,0.9963265306122449,0.21068042574360132,5.355645752732343,182,0.664461118690314,231,8.848828932897439
50,1,Physarum,6.946704742378035,1.4240326852806833,0.8885714285714283,0.010910100983429072,3.615704008670353,0,0.5886834675311095,49,1.4361072889140851
50,2,MST,4.229197357045603,0.7815806951731293,0.8893877551020408,0.011336432775968764,3.6818419130387157,0,0.5377859049125238,49,1.0
50,2,kNN,10.309417658191393,0.9044516177736869,0.9477551020408161,0.02172379059873062,4.3327586813955845,45,0.713870339871238,94,2.4376771259010854
50,2,RGG,58.977332651148664,0.49498877403199837,0.999591836734694,0.6413606062435877,5.630011549484031,259,0.6105311778290992,308,13.94527795041198
50,2,Physarum,6.834574710677708,1.5821913139836872,0.8873469387755101,0.010611987902219677,3.5074195439655487,0,0.5549624654286842,49,1.6160453470660796
50,3,MST,4.569595328574167,0.8132922003340477,0.8979591836734694,0.014999371454842024,3.773293492086969,0,0.5612644889357219,49,1.0
50,3,kNN,11.351591846489516,0.7569312418504915,0.9538775510204082,0.02746904791055228,4.395429454671636,43,0.6715776081424933,92,2.484156917683017
50,3,RGG,52.57372651398783,0.5291297141818448,0.9991836734693877,0.5137859711412623,5.523717680988604,222,0.5356836039811421,271,11.505116478310171
50,3,Physarum,9.466173236822758,1.0241273961318251,0.9187755102040814,0.017794252756278727,3.4341582329635783,3,0.618794591113973,52,2.0715561348791147
50,4,MST,4.866302730215104,0.8757404777088265,0.8963265306122449,0.012673638213908269,3.760851495509949,0,0.5670161716520452,49,1.0
50,4,kNN,11.507846790967486,0.7404609396417684,0.9844897959183673,0.03701599440481932,4.403634813388732,44,0.6514087133412445,93,2.364802896357993
50,4,RGG,50.93318564012321,0.5346227282059647,1.0,0.9326008656399124,5.491188715403113,215,0.5493668341708542,264,10.46650577734851
50,4,Physarum,10.043238231723043,1.4500063165985706,0.909795918367347,0.013179926204729669,3.415998108558098,2,0.6167363516903597,51,2.063833425192416
50,5,MST,4.933941165169424,1.029857325131593,0.8702040816326531,0.00864200130524243,3.7748645115908896,0,0.5494347191830782,49,1.0
50,5,kNN,11.757319973200046,0.8532360141615869,0.9775510204081632,0.03358986724650136,4.4381633687344415,45,0.5974142650136858,94,2.3829469342276437
50,5,RGG,43.78962799437376,0.5890336432998826,1.0,0.6089522444618943,5.352898551694761,181,0.5413749434644954,230,8.8751824410679
50,5,Physarum,8.38874642587144,1.3787943307196937,0.909795918367347,0.012962145437538361,3.39077195839829,1,0.6143147928994079,50,1.700212091115072
50,6,MST,4.879452830546966,1.004967640532521,0.8751020408163264,0.008579441326252274,3.730729256126309,0,0.5549908659115821,49,1.0
50,6,kNN,11.563561493861554,0.992279187002307,0.9559183673469387,0.016074234031312532,4.428445989009119,47,0.6593642720915451,96,2.369847992272799
50,6,RGG,44.40586379970731,0.5465590474429726,1.0,0.7691700788255108,5.378551327709081,190,0.6418805194805195,239,9.100582655848648
50,6,Physarum,10.810787935168886,1.4412282682877462,0.9008163265306124,0.012245323969561683,3.4504647307530445,4,0.5554441475146978,53,2.2155738175169617
50,7,MST,4.766388951766666,0.9519470332560731,0.8816326530612245,0.009650991225684455,3.714643394984351,0,0.5770342801175319,49,1.0
50,7,kNN,12.54524674511168,0.827593808881355,0.9640816326530611,0.028974818762928015,4.437437518532311,50,0.6717513368983954,99,2.63202329311832
