n,trial,demand,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
20,17,Fixed,9.081940737070173,1.0164413425229026,0.9052631578947367,0.061182808581382815,2.784259212082158,5,0.5197347893915756,24,3.0112165206865766
20,17,Uniform,6.63669720599652,0.5606603830330772,1.0,0.2841988958250106,3.3060169710695573,12,0.38689839572192497,31,2.2004693542999445
20,17,HubSpoke,5.091852860030105,0.5777023237423851,0.9894736842105262,0.2661184007168767,3.138670751817638,7,0.4106683804627249,26,1.688259359637063
20,18,Fixed,10.455863917850547,1.0561067328999518,0.9394736842105263,0.1277237871468958,2.9925101349599426,7,0.5690184049079756,26,3.5188912324006134
20,18,Uniform,6.50595237583739,0.5261249203996828,1.0,0.4248763018333743,3.4062848106016466,14,0.38142076502732225,33,2.1895597488281475
20,18,HubSpoke,4.691589348343978,0.5557278706262042,0.9868421052631579,0.2058743203852068,3.123093611740867,6,0.4798029556650245,25,1.578941037643649
20,19,Fixed,10.575785367241357,0.9096812531945866,0.9289473684210524,0.10187149728288822,2.986977581570191,7,0.6743956043956043,26,3.5695333269078633
20,19,Uniform,6.246377172022479,0.5173543604234943,0.9947368421052631,0.33368164942724754,3.415460148431407,14,0.4279104477611939,33,2.108273826834168
20,19,HubSpoke,5.30779712930396,0.5540151284021263,0.9921052631578947,0.2744622767590932,3.2418447779773474,9,0.513440860215054,28,1.7914848011385502
20,20,Fixed,7.348908458189187,1.0903483516388668,0.8868421052631579,0.05059063382002091,2.6605974479542582,3,0.505346820809248,22,2.381238963627782
20,20,Uniform,7.308949310408692,0.6147094989276957,1.0,0.3453443032256329,3.3268825058879283,13,0.39803149606299226,32,2.368291152372596
20,20,HubSpoke,5.936414329911789,0.6539559368205018,0.9842105263157894,0.14904614353349394,3.213714575189148,9,0.5007352941176471,28,1.9235538430026191
20,21,Fixed,7.801639890060984,1.153789032645658,0.8763157894736843,0.05180856123226659,2.730015992533515,4,0.5229411764705882,23,2.379621551384158
20,21,Uniform,7.450096473487076,0.6797021330457163,0.9973684210526315,0.3151206175488571,3.2228931159367082,11,0.4124678663239074,30,2.272395339701123
20,21,HubSpoke,6.003064614442325,0.7098526406104588,0.9578947368421054,0.24358370880451147,3.0908914966156016,7,0.525471698113207,26,1.831028108472067
20,22,Fixed,8.175140936820315,1.1826280595133534,0.8710526315789474,0.042919994323371416,2.7833993605277714,4,0.48216145833333335,23,2.6142901533234286
20,22,Uniform,5.205480219935044,0.637933855307005,0.9973684210526315,0.22803796462016498,3.1163031077126346,7,0.37083333333333335,26,1.6646362169737812
