alpha,n_mean,n_std,cost_mean,cost_std,efficiency_mean,efficiency_std,robustness_mean,robustness_std,algebraic_connectivity_mean,algebraic_connectivity_std,network_entropy_mean,network_entropy_std,cyclomatic_number_mean,cyclomatic_number_std,betweenness_gini_mean,betweenness_gini_std,num_edges_mean,num_edges_std,steiner_ratio_mean,steiner_ratio_std
0.0,50.0,0.0,8.853286125471302,1.8019103526513318,1.4864884768325288,0.19254363007539324,0.9001768707482992,0.01821287245049571,0.01247084250137154,0.0036994746361734537,3.4861036094202924,0.10307352396721117,1.3,1.556964331972471,0.5919625691056783,0.04669104205179481,50.3,1.5569643319724713,1.8370838550528026,0.36344174259556983
0.25,50.0,0.0,16.582469318850872,1.7709430106767934,0.716615608998893,0.05631094659381794,0.9891020408163266,0.007876125200496315,0.07452598956056397,0.03764438519727314,4.541509257760902,0.08860908881482293,58.56666666666667,8.728405207783629,0.532615531657189,0.04420561014125046,107.56666666666666,8.728405207783627,3.4446167315940603,0.37301775826529804
0.5,50.0,0.0,27.108605363405626,2.7019718625695623,0.6017072428796584,0.03876398806553881,0.9972517006802721,0.003358852371142041,0.2265734861313584,0.10465345698791191,4.991644518067834,0.07261354926373248,115.33333333333333,11.290317283753193,0.5489107951986493,0.04581667423241171,164.33333333333334,11.290317283753197,5.628983809653346,0.5441149329481227
0.75,50.0,0.0,39.04025495861342,3.7220404417944843,0.5632438567419841,0.03671369731391272,0.9993197278911565,0.0009666832651702213,0.4573486190081961,0.16432094126891586,5.275196377446351,0.0654547390259,166.46666666666667,14.459773769712458,0.5655596008883933,0.0373253818840219,215.46666666666667,14.459773769712458,8.109582713722356,0.7866696334889103
1.0,50.0,0.0,49.83309092854443,4.34336235203645,0.5459702034812376,0.030412359261056163,0.9998095238095239,0.0005110712780239293,0.764026020507492,0.20071840204525943,5.453256237452223,0.05901390524503447,207.0,15.857120667449973,0.5767867591245379,0.04829476557937322,256.0,15.857120667449978,10.354137942473866,0.9506031448724385
1.25,50.0,0.0,60.71374625537638,4.208249037199205,0.5383806112029952,0.02843052434353557,0.9998639455782313,0.0004331988820450651,1.0486370289038884,0.2741221983247609,5.591271668595629,0.048821457878158295,243.9,15.425795681707735,0.5842303354333116,0.04188940669331751,292.9,15.425795681707735,12.618697172187959,0.9991307365867003
1.5,50.0,0.0,70.68031005661094,4.387785415812604,0.5340465170642849,0.02770206796139137,1.0,0.0,1.3875662186390345,0.24641983443640228,5.693122473284831,0.0440508228611769,274.8,15.729173422393322,0.5867401761694861,0.04382656349115105,323.8,15.729173422393322,14.689272085123667,1.0581318941360993
2.0,50.0,0.0,87.77470993731009,4.197362722417917,0.5296176593711199,0.027410249520863794,1.0,0.0,1.9646083574355735,0.33764084809921385,5.835973528207955,0.03563078232724719,324.3,14.39384446979646,0.5979643566553555,0.04682924402988982,373.3,14.39384446979646,18.237609743472547,1.0059195944055612
