mu,n_mean,n_std,cost_mean,cost_std,efficiency_mean,efficiency_std,robustness_mean,robustness_std,algebraic_connectivity_mean,algebraic_connectivity_std,network_entropy_mean,network_entropy_std,cyclomatic_number_mean,cyclomatic_number_std,betweenness_gini_mean,betweenness_gini_std,num_edges_mean,num_edges_std,steiner_ratio_mean,steiner_ratio_std
0.5,20.0,0.0,61.778121445974016,9.13779586001447,0.6298257305619172,0.06947979138518497,1.0,0.0,5.0595506334455775,0.7987948269022165,4.645114374068152,0.1023537978900793,97.0,12.12435565298214,0.7038269998735114,0.05077382455556701,116.0,12.12435565298214,19.662285878525868,2.778475260711817
1.0,20.0,0.0,8.600201080834994,0.22182032953209355,1.2522821409332194,0.33561035476662127,0.9122807017543858,0.025559302253216634,0.08051863079758075,0.02715252934227135,2.857322505989451,0.12837516227627327,4.0,2.0,0.6400113254375116,0.038205561553481,23.0,2.0,2.742735074639666,0.16926482694136463
2.0,20.0,0.0,3.4497402676604754,0.20710181950758613,0.8568986756456282,0.038424388761836806,0.8578947368421052,0.01842105263157897,0.04668642912561255,0.009503324665798967,2.774371572365363,0.05788864426695236,0.0,0.0,0.5456377527280112,0.02886767911985262,19.0,0.0,1.0988328046218923,0.06273122644444205
