n,trial,method,cost,avg_shortest_path,robustness
50,17,kNN,11.650595169580496,0.8477865263915944,0.9959183673469388
50,17,RGG,45.80526846352674,0.5837285327718456,1.0
50,17,Physarum,5.472914750984204,1.2385559536891875,0.8473469387755103
50,18,MST,4.437086167134089,0.9175116063488246,0.8648979591836735
50,18,kNN,11.134261795342022,0.7467202611658007,0.9955102040816327
50,18,RGG,52.621967445383156,0.5180198163396745,0.999591836734694
50,18,Physarum,6.2608124899067565,1.0614904410361468,0.8706122448979593
50,19,MST,4.530694994193326,1.1385434563438583,0.8408163265306122
50,19,kNN,11.454498720863963,0.9699639328239504,0.970204081632653
50,19,RGG,47.97426561920115,0.5842643364341787,1.0
50,19,Physarum,5.714686099230629,1.28223700588791,0.8563265306122448
