trial,k_commodities,method,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
14,5,Physarum-k5,50,13.62569823234171,0.7219515034911911,0.9759183673469388,0.06773713286764842,4.052513668964602,23,0.6595839675291726,72,2.8103201538749474
14,5,Union-k5,50,16.515182118951692,0.6884554574540267,0.9926530612244899,0.1005819836532257,4.07072573170781,32,0.4782251542881464,81,3.4062804241209577
14,10,Physarum-k10,50,24.18276903180686,0.6502911103055798,0.9926530612244899,0.18534189220021852,4.552769976132808,63,0.7097198879551823,112,4.987731419537679
14,10,Union-k10,50,34.764663589993894,0.6801201632255587,0.9955102040816327,0.19044823267815633,4.4834540829275005,72,0.5370909090909088,121,7.1702626216793695
15,0,MST,50,4.794228489908625,0.9520869816757952,0.8685714285714284,0.008180016313249622,3.747378358799578,0,0.5526106952836147,49,1.0
15,0,kNN,50,12.265834404829155,0.8391731668944985,0.9775510204081632,0.0251601840561851,4.460206472981778,49,0.6288142968142969,98,2.5584584528350116
15,1,Physarum-k1,50,6.1928865770300945,1.332494764213833,0.8685714285714284,0.007701673584716876,3.6276407942246753,0,0.5782629496733833,49,1.2917378865161528
15,1,Union-k1,50,6.133940785846429,1.3353255686395962,0.8681632653061223,0.0076977894078165176,3.6231940970811696,0,0.5735470868449981,49,1.2794427296816921
15,2,Physarum-k2,50,10.378446299410992,0.9758992189709563,0.9497959183673467,0.03855185918652314,3.7259383040471223,9,0.7025643153526968,58,2.164779238464873
15,2,Union-k2,50,10.959509507587418,0.7155126115289518,0.9751020408163267,0.04079650818428194,3.8657951105221793,17,0.5170648239552482,66,2.2859798048124107
15,3,Physarum-k3,50,9.798521084460884,0.7472453470348861,0.9465306122448979,0.02335588165677646,3.906756557196627,15,0.6629150066401064,64,2.043816039449475
15,3,Union-k3,50,9.696830923358977,0.689297284130629,0.986938775510204,0.04511883050607821,3.8627009700759753,15,0.5319178960872357,64,2.022605085212322
15,5,Physarum-k5,50,15.801451744323032,0.7051316516707341,0.9808163265306123,0.07396594013536786,4.156140145802457,28,0.6522236603675897,77,3.2959321353964497
15,5,Union-k5,50,17.448005728610493,0.6901703907559763,0.9885714285714287,0.06758361911150551,4.102572454192403,34,0.5286852295777247,83,3.6393771730606526
15,10,Physarum-k10,50,21.254697513878117,0.5867509029863295,0.9942857142857143,0.24278218619977937,4.530693991365786,59,0.6936372581174151,108,4.433392684269668
15,10,Union-k10,50,23.69816114166871,0.6216891510226078,0.9946938775510205,0.16897352870570467,4.372203239162435,54,0.5042604696199469,103,4.943060430171609
16,0,MST,50,4.82629011859079,1.2005437981723313,0.8265306122448979,0.005658895251507621,3.7967222594260153,0,0.48579806442293805,49,1.0
16,0,kNN,50,11.72930616195061,0.7598786722832475,0.9926530612244897,0.03717156490118616,4.406740898814018,42,0.5649394831534182,91,2.4302944650528815
16,1,Physarum-k1,50,9.092826058985347,1.7764955862666347,0.8987755102040815,0.010277878672556131,3.4778226922297186,0,0.6184929562083656,49,1.8840197823914338
16,1,Union-k1,50,11.100196943292367,1.7592945120939008,0.8995918367346938,0.010660767540551697,3.4466293664752423,2,0.6167987704468112,51,2.2999439881441424
16,2,Physarum-k2,50,9.971347732017433,0.987009586656802,0.9322448979591837,0.02234293404374655,3.787768769075585,9,0.6229159212880142,58,2.0660481419481944
16,2,Union-k2,50,12.786810729528728,0.836646267122839,0.9812244897959184,0.042807535527912784,3.9044244768311707,20,0.5079950837302198,69,2.64940780917296
16,3,Physarum-k3,50,11.398855646982746,0.8698724022417197,0.9567346938775511,0.02924244374046676,3.854288785343448,13,0.6226067582621615,62,2.361825619034907
16,3,Union-k3,50,11.523670313835742,0.9037312157552335,0.9726530612244899,0.024757434908021205,3.9021655942322453,18,0.48539316591189774,67,2.3876870288934255
16,5,Physarum-k5,50,9.847652324482294,0.8668063252672707,0.9318367346938775,0.016573402300761875,3.9394190831501836,15,0.5983886757507608,64,2.0404186409244853
16,5,Union-k5,50,9.80815277242435,0.8512424060078295,0.9497959183673469,0.019261327332768006,3.955696161019355,17,0.5701588572954213,66,2.0322343935859775
16,10,Physarum-k10,50,21.564698481684683,0.6720317025826337,0.9963265306122449,0.2842326486316951,4.45476214485665,53,0.6735699933020765,102,4.468172851569329
16,10,Union-k10,50,37.99670146344323,0.7052695722356539,0.9975510204081632,0.3083613357782836,4.4891379294157545,73,0.44203737825743605,122,7.872858972377264
17,0,MST,50,4.657074458897689,0.7465535627538646,0.9122448979591836,0.015740681011283716,3.7601720711323634,0,0.6276778792047017,49,1.0
17,0,kNN,50,11.960350469869915,0.6765543935682761,0.9595918367346938,0.026362923754093347,4.4685012650190865,50,0.7160714924039318,99,2.5682111324242993
17,1,Physarum-k1,50,7.14641682050685,0.9867287091416961,0.9204081632653062,0.01906053771082273,3.659524243055377,1,0.6657158263682934,50,1.5345292164811937
17,1,Union-k1,50,8.340673772859072,1.6295148080512638,0.9118367346938774,0.013827445823857639,3.5113688876291134,1,0.6485805894684917,50,1.7909685246546982
17,2,Physarum-k2,50,12.296135238537643,0.7919605219210498,0.9665306122448979,0.058080189080169285,3.7913897984634404,12,0.666645796064401,61,2.6403132153158846
17,2,Union-k2,50,10.767041328625682,0.708382900821139,0.9648979591836734,0.04256875164802682,3.7617890320867557,14,0.6094510812036897,63,2.3119753449624247
17,3,Physarum-k3,50,8.63622750856067,0.7265168666000896,0.956734693877551,0.03912013158995005,3.817524341324429,9,0.6168547641073079,58,1.854431915311234
17,3,Union-k3,50,12.840150826885539,0.6765128486592447,0.9571428571428571,0.03832068199953757,4.066054090134716,29,0.6027379400260753,78,2.7571280940877956
17,5,Physarum-k5,50,14.062141202050915,0.7586925945522988,0.9808163265306122,0.054452096512442844,4.08954988339795,26,0.6357915632754345,75,3.01952251916096
17,5,Union-k5,50,15.218810527569067,0.6350585315713608,0.9844897959183675,0.040370485376298,4.106141377644147,32,0.5988263377760095,81,3.2678907459794617
17,10,Physarum-k10,50,22.417058330960092,0.5608392915165027,0.9955102040816327,0.28356368670575,4.51814464982657,62,0.6962003454231431,111,4.813549478069998
17,10,Union-k10,50,39.949327258641354,0.557242052861863,0.9967346938775511,0.33463134350358165,4.686228359172999,92,0.5393598954931418,141,8.578202391055864
18,0,MST,50,4.837271940286815,1.0341724098468255,0.8702040816326532,0.008629296420638529,3.7658911979682603,0,0.5438050371444101,49,1.0
18,0,kNN,50,10.683794474186213,0.8128632212119181,0.9820408163265307,0.044005644587761995,4.374590661084019,39,0.5415037593984959,88,2.2086404498384975
18,1,Physarum-k1,50,5.957523049829895,1.1726625055460886,0.889795918367347,0.010471051783873387,3.716359452469148,0,0.611215152160034,49,1.2315873747376413
18,1,Union-k1,50,6.197902714840625,1.1741675363648136,0.896734693877551,0.011555792531463022,3.6941183957569415,0,0.6270927742080936,49,1.2812806043054785
18,2,Physarum-k2,50,9.199779441687781,1.0215635109519323,0.906530612244898,0.01078161077563154,3.7740020164527066,10,0.6072664049355017,59,1.9018528532721486
18,2,Union-k2,50,10.343222388539099,0.9771438075428913,0.9330612244897959,0.013110040783422225,3.7677558394337116,13,0.5660809087747769,62,2.138234632292726
18,3,Physarum-k3,50,12.979343078836916,0.8611672547493482,0.9522448979591838,0.034528171602598766,3.834105973572427,17,0.5555301047120418,66,2.683194833587821
18,3,Union-k3,50,12.923840691566102,0.8140352832457101,0.9653061224489796,0.04096721101279707,3.871667741894977,20,0.45325097732603603,69,2.6717209309509715
18,5,Physarum-k5,50,14.69069679691052,0.7851342543554053,0.9730612244897959,0.07023819374579071,4.048455136779356,24,0.6077762619372442,73,3.03697972292198
18,5,Union-k5,50,11.28856011808337,0.8005358129245007,0.9853061224489795,0.04803573367047236,3.95809384682974,20,0.5040739539409669,69,2.3336624976709577
18,10,Physarum-k10,50,23.655762256364067,0.6762491325104556,0.9897959183673471,0.0821659416489024,4.44217142109785,55,0.6388193202146686,104,4.890310602418076
18,10,Union-k10,50,24.3092741964138,0.7503733337329499,0.9861224489795919,0.07820650513820322,4.203865950456041,45,0.45227904986090284,94,5.0254098790593185
19,0,MST,50,4.768018066964326,1.1981875635452806,0.8277551020408164,0.0058393938070140095,3.778394626435607,0,0.4709854511574574,49,1.0
19,0,kNN,50,10.798118181121996,0.663794457189034,0.9971428571428572,0.0844004138283488,4.399552141907213,41,0.5051148545176107,90,2.264697412943504
19,1,Physarum-k1,50,7.2803588567599915,1.4746960097497304,0.8575510204081634,0.007012985439929088,3.5996549867576646,0,0.55478297800051,49,1.5269151153605438
19,1,Union-k1,50,7.979813874591127,1.460221082073313,0.8922448979591838,0.009426853983325153,3.477759364726529,1,0.5967849686847604,50,1.6736123400790022
19,2,Physarum-k2,50,8.341410419991591,1.096499002335735,0.8877551020408163,0.008839166262080929,3.679509622975766,5,0.6093720614355866,54,1.7494502543490469
19,2,Union-k2,50,9.211514088537115,0.8361524451553134,0.9877551020408164,0.02399535834060057,3.8034625166805243,12,0.42030731102850094,61,1.9319377483822848
19,3,Physarum-k3,50,9.985903221292485,0.8287554356351112,0.9555102040816327,0.059701314730181324,3.8871334310983685,14,0.6404321239298816,63,2.094350961142698
19,3,Union-k3,50,14.218969057254553,0.7783104975996419,0.9902040816326532,0.06307435891657356,3.990940390191444,25,0.41434613590421376,74,2.982155029103613
19,5,Physarum-k5,50,14.846981332579025,0.7174943183600365,0.9759183673469388,0.043138439092872925,4.1825199601962115,30,0.6673371104815862,79,3.113868513931977
19,5,Union-k5,50,16.439175019988138,0.6926370940375155,0.9963265306122449,0.06003524946759649,4.142018422842529,35,0.408495894251953,84,3.4478004884017848
19,10,Physarum-k10,50,19.1233405441693,0.6845190151774473,0.9926530612244897,0.14302068632645049,4.354435289393902,47,0.6647457627118645,96,4.01075253398623
19,10,Union-k10,50,28.62779608950158,0.66686132483887,0.9991836734693877,0.14633227748831498,4.483987811783229,67,0.5032479041916167,116,6.0041291134889
20,0,MST,50,5.07626085133719,1.033862592544872,0.88,0.00914388035358899,3.7758757284243565,0,0.5927512291052113,49,1.0
20,0,kNN,50,12.549896182394777,0.7913992705430372,0.9938775510204081,0.046810871369170365,4.454008135405554,46,0.6063926446727963,95,2.4722717271491046
20,1,Physarum-k1,50,12.562364352582286,1.2686200711883522,0.9191836734693878,0.015023566596122988,3.4336373101465782,6,0.596701996549174,55,2.474727899231795
20,1,Union-k1,50,12.120296178910706,1.2584683067913667,0.9208163265306122,0.014852985863563808,3.391682755968536,5,0.5998965007392802,54,2.38764250574672
20,2,Physarum-k2,50,11.132625290587145,1.120055493334526,0.9314285714285714,0.018859708946135638,3.5135649459120026,6,0.5825469949695528,55,2.1930758912152015
20,2,Union-k2,50,11.805437048606734,0.8885066485830998,0.9620408163265307,0.02562442125513084,3.6183372672391108,11,0.5031283385837555,60,2.325616707718427
20,3,Physarum-k3,50,14.053880253488943,0.9015660801327657,0.9616326530612247,0.024901043110722935,4.024521993902348,24,0.6784538268748794,73,2.7685496598912698
20,3,Union-k3,50,12.857643757136486,0.8732877376408262,0.9681632653061226,0.02692881721859589,3.8986396748597465,19,0.5750189925681253,68,2.532896581496501
20,5,Physarum-k5,50,16.98461280592366,0.7897421063810197,0.9738775510204082,0.03944794437156728,4.181480437314787,30,0.7168869936034115,79,3.345890470039492
20,5,Union-k5,50,15.934726144097084,0.7765669258850401,0.9861224489795919,0.08296741983235914,3.8393978009769807,21,0.5185936395759718,70,3.1390676347728577
20,10,Physarum-k10,50,22.600363544263043,0.6647845437136958,0.9955102040816327,0.24088955169005474,4.538574471707521,61,0.7165846492838781,110,4.452167492202386
20,10,Union-k10,50,33.22419866819868,0.7124973429603857,0.9963265306122449,0.21988637551794493,4.582400214655028,76,0.5195268243918694,125,6.545014064721823
21,0,MST,50,4.728055984975472,1.0406758716632745,0.866530612244898,0.010018865520939979,3.777571309010283,0,0.44768003905932097,49,1.0
21,0,kNN,50,10.732537282775018,0.8891215094325132,0.9420408163265306,0.0220168572215156,4.3694767795603955,40,0.637361295460579,89,2.2699683161282818
21,1,Physarum-k1,50,9.736192818770368,1.6348078760769194,0.9155102040816325,0.014892630166657962,3.356118740978796,2,0.5446820058997051,51,2.059238056763593
21,1,Union-k1,50,10.418771029068369,1.6197304379285677,0.9155102040816326,0.014973058555733276,3.384360283935189,3,0.5446950572136369,52,2.2036056811037144
21,2,Physarum-k2,50,11.820775437915215,0.9798858747310913,0.943265306122449,0.021905660260172932,3.7227394484340834,11,0.5550736716773332,60,2.500134405235165
21,2,Union-k2,50,12.16818838386129,0.9394240145706397,0.9493877551020408,0.020780313005858312,3.770787903057477,16,0.516776341057483,65,2.5736134306633884
21,3,Physarum-k3,50,16.122834068830414,1.0456861592766373,0.9281632653061223,0.015443529832541394,3.8877888219342522,18,0.7392610137375653,67,3.410034508911183
21,3,Union-k3,50,13.669560765851585,0.8111522539417408,0.9975510204081632,0.03410297787205837,3.78564818345584,18,0.4877331252438548,67,2.8911588207267176
21,5,Physarum-k5,50,25.232744121067626,0.8441540490808188,0.9848979591836735,0.10788907365626732,4.28201859862101,41,0.6770268656716418,90,5.336811620093057
21,5,Union-k5,50,27.749193147749764,0.7317764616868739,0.9971428571428572,0.16878496235160592,4.252691768524828,50,0.4974965557961031,99,5.86904918975779
21,10,Physarum-k10,50,16.274288563947547,0.6844307975772621,0.986938775510204,0.06732511462367423,4.434337134918069,50,0.6115310492505353,99,3.4420676522577116
21,10,Union-k10,50,21.562318309369473,0.7493579029030704,0.9987755102040816,0.0820023481151591,4.2735059140723415,48,0.4916162489196201,97,4.56050401642639
22,0,MST,50,4.866817084547378,1.102712525452898,0.8473469387755103,0.0067202491363882325,3.7598231561989484,0,0.508113488517909,49,1.0
22,0,kNN,50,12.306907237572169,0.7860840907951654,0.9963265306122449,0.060275260673481115,4.430543000967187,47,0.5794413770704776,96,2.5287383979660563
22,1,Physarum-k1,50,8.592555918570751,1.5225697129895626,0.8869387755102041,0.008451232082083428,3.4746437325385635,0,0.6094321990858307,49,1.7655391129970672
22,1,Union-k1,50,8.592555918570751,1.5225697129895626,0.8869387755102041,0.008451232082087435,3.4746437325385635,0,0.6094321990858307,49,1.7655391129970672
22,2,Physarum-k2,50,4.970193746814166,1.072512601929137,0.8628571428571428,0.007783773696843143,3.752245413849661,0,0.5467727628489432,49,1.0212411234017853
22,2,Union-k2,50,5.289101134786647,1.0269528933535415,0.8779591836734693,0.008000510978225664,3.7933517595561894,2,0.5358493547537528,51,1.0867680134476518
22,3,Physarum-k3,50,12.742910128147066,0.8717392369519767,0.9616326530612244,0.03413217593445146,3.9306185048744724,18,0.6555813055233677,67,2.6183252640842114
22,3,Union-k3,50,12.423751829647866,0.9495416492827852,0.9608163265306122,0.024720045709512212,3.9025158755919507,20,0.5387015530992021,69,2.552746818674262
22,5,Physarum-k5,50,12.603214626916117,0.8873770346477323,0.9591836734693877,0.03510795765034573,3.991641675314745,21,0.6709286998202517,70,2.5896215962035147
22,5,Union-k5,50,9.97459948911128,0.9055608029500654,0.9820408163265307,0.03535037801274239,3.906231960563371,18,0.5749156626506027,67,2.0495118916183666
22,10,Physarum-k10,50,25.436761553176193,0.6645877793547965,0.9951020408163265,0.1573426947525702,4.52211401963251,63,0.7002542911633822,112,5.226570284291228
22,10,Union-k10,50,30.899631748461278,0.7576304807423943,0.9975510204081632,0.14298330766916267,4.347892951870652,62,0.5328997289972901,111,6.349043165515845
23,0,MST,50,4.73344645912508,0.9534544012677293,0.8746938775510203,0.010008900318916901,3.7207356166450536,0,0.4848603786634391,49,1.0
23,0,kNN,50,12.183980077956251,0.7742657533915549,0.9934693877551021,0.051211075239104606,4.4398227538215185,50,0.6298365266303392,99,2.574018779586727
23,1,Physarum-k1,50,6.708690266865379,1.2858318929778632,0.9106122448979592,0.01614274791151972,3.4366544733290247,0,0.6065931102120876,49,1.4172950565295712
23,1,Union-k1,50,6.454558964163195,1.0849178510963164,0.9012244897959182,0.01272059036882377,3.644694855290934,1,0.6110157114405841,50,1.3636066278346035
23,2,Physarum-k2,50,5.304711618033271,0.8800816601064507,0.8959183673469387,0.011512516559865914,3.732312749085289,2,0.5670514690560537,51,1.1206869379090394
23,2,Union-k2,50,5.41914958308656,0.8543793156077059,0.9248979591836737,0.012180198372770425,3.755852547503932,3,0.556853275582025,52,1.1448633949665978
23,3,Physarum-k3,50,8.207548358543066,0.9086538099702276,0.9224489795918367,0.013707098576441477,3.8112162288040614,10,0.5281725417439707,59,1.7339476488047425
23,3,Union-k3,50,10.573837961200953,0.907528822463019,0.9306122448979592,0.014181091127271027,3.8314838243681684,18,0.47583866837387956,67,2.2338560396762994
23,5,Physarum-k5,50,17.52505751131656,0.7930651054797274,0.9791836734693878,0.07539607445717685,3.957090067244562,26,0.6778301423662243,75,3.7023884526108817
23,5,Union-k5,50,21.67465533420778,0.7723205160129869,0.9926530612244897,0.05511131196678325,4.087070521217119,40,0.5296518871381457,89,4.57904309711239
23,10,Physarum-k10,50,19.185732314986698,0.61801526503269,0.9955102040816327,0.28425496358904473,4.361660769412016,50,0.678147776663323,99,4.0532268571456385
23,10,Union-k10,50,28.634243133110175,0.6941698207846437,0.9910204081632652,0.08068113282710593,4.363633995034513,61,0.562312579415502,110,6.0493434076790775
24,0,MST,50,5.018971126704826,0.8957460008942429,0.8893877551020407,0.010926673551760161,3.777468433642127,0,0.576696284329564,49,1.0
24,0,kNN,50,13.218364832043152,0.6300898144425757,0.9987755102040816,0.09072762227087522,4.482878612826795,50,0.5700557911180544,99,2.6336801902906317
24,1,Physarum-k1,50,10.918096375895555,1.393897827336394,0.9216326530612247,0.013541331084177172,3.445165961886067,3,0.5666043076923077,52,2.1753654484686713
24,1,Union-k1,50,8.85361740907494,1.421842202783812,0.92,0.013531667719828918,3.5534882842091875,2,0.5717063156623596,51,1.7640303531468466
24,2,Physarum-k2,50,6.532889348364568,0.9855311305240876,0.8836734693877549,0.010151829824164602,3.7128238275298657,3,0.5620653945728251,52,1.3016391573971249
24,2,Union-k2,50,6.717313587247747,0.8635216326303562,0.9681632653061223,0.0244101665886524,3.735938532810669,4,0.5284864350309377,53,1.3383845847421636
24,3,Physarum-k3,50,10.88414294065119,0.8502128403788339,0.9559183673469386,0.029985382058503703,3.880487302037705,14,0.6377412731006162,63,2.1686004294264802
24,3,Union-k3,50,11.43074157021103,0.8009123753192882,0.9436734693877551,0.023023901370836587,4.002666930843126,21,0.6409442622950818,70,2.277506939498138
24,5,Physarum-k5,50,21.158959937373467,0.8213691137895385,0.9873469387755103,0.11842395781658989,4.214935538762703,35,0.7737327741162372,84,4.215796306296994
24,5,Union-k5,50,23.697481979984133,0.7343665590561144,0.990204081632653,0.09820429080966454,4.231623593814599,45,0.5562030627228862,94,4.721581651246232
24,10,Physarum-k10,50,18.09233734914498,0.6421121132470324,0.9918367346938776,0.16552106972827457,4.3952542210770345,48,0.6180588067370825,97,3.6047900839436373
24,10,Union-k10,50,19.13540874190191,0.6642439263924481,0.993061224489796,0.13841490562998343,4.3485847283038765,48,0.5742031776600869,97,3.8126158248025512
25,0,MST,50,4.802571695397368,0.9930398116873191,0.8620408163265306,0.008443111946844373,3.755752618844533,0,0.4686329782974299,49,1.0
25,0,kNN,50,11.912684302957675,0.7083843335628649,0.989795918367347,0.040578845911202636,4.442911382419167,46,0.6339789923446679,95,2.4804802631836633
25,1,Physarum-k1,50,6.7422131480805385,1.3984695049174387,0.8726530612244897,0.008713052513087292,3.6029693389856283,0,0.5180673219100635,49,1.403875584937558
25,1,Union-k1,50,6.703645362143056,1.3838022737774611,0.8681632653061224,0.008560858557319624,3.606973998934868,0,0.5002084033613443,49,1.3958449321157698
25,2,Physarum-k2,50,10.774753085084978,0.924175076056305,0.957142857142857,0.0408645407340096,3.7038048419895686,9,0.6277792477792474,58,2.243538205876481
25,2,Union-k2,50,10.655171519117992,0.8492070273911504,0.9742857142857143,0.03179140896721515,3.823524823099753,16,0.5535067162046294,65,2.2186387200277657
25,3,Physarum-k3,50,14.15481011877142,0.7799321831764864,0.956326530612245,0.02628180895217331,3.9681491287829003,21,0.6016686491079011,70,2.947339678934297
25,3,Union-k3,50,12.246428192417358,0.7554435362433276,0.962857142857143,0.022366646465300576,3.91797826585874,20,0.5560125097732602,69,2.5499730080352463
25,5,Physarum-k5,50,17.05339731519987,0.7209282263005552,0.9771428571428572,0.05662196441681057,4.149494621708555,33,0.6438666022232957,82,3.550888648168086
25,5,Union-k5,50,14.159570672078717,0.7938634950727241,0.9857142857142857,0.048866207140377385,3.9373313532662686,24,0.4718561770129073,73,2.9483309297909703
25,10,Physarum-k10,50,26.302381239057073,0.637435773685392,0.9959183673469388,0.28155831534797704,4.599133659788997,70,0.7043173431734318,119,5.476728492000325
25,10,Union-k10,50,29.505983517048033,0.6734292426886738,0.9951020408163265,0.11473438405917309,4.304433211970361,54,0.5481319587628863,103,6.143788242729543
26,0,MST,50,4.348592400817904,0.8980232653154864,0.893061224489796,0.012185356533990518,3.673268008664668,0,0.5574788545806584,49,1.0
26,0,kNN,50,10.39491863066412,0.9019384162104332,0.9628571428571427,0.0336256590069886,4.4194572067994535,49,0.6668488943488946,98,2.3904099700650248
26,1,Physarum-k1,50,7.978377283667527,1.5489757535086137,0.9159183673469387,0.015507588109296182,3.4431463074103577,0,0.644715530497181,49,1.8347034047538957
26,1,Union-k1,50,8.280284693865397,1.5499591757365458,0.9167346938775509,0.015543400669595073,3.462774245554657,0,0.6539107883817425,49,1.9041298725325466
26,2,Physarum-k2,50,8.656853686456765,0.8906739273364602,0.9338775510204081,0.018741141895179,3.7356717306777725,10,0.6009272649936201,59,1.9907254781635875
26,2,Union-k2,50,12.191177688615294,0.6809194899846347,0.9828571428571428,0.06069668627834743,3.7553740590546876,18,0.5443092608326252,67,2.803476749470086
26,3,Physarum-k3,50,8.5808966551629,0.8488672373140667,0.9453061224489795,0.022100346584526143,3.933323441435772,15,0.6095358383328071,64,1.9732584395697703
26,3,Union-k3,50,9.183067811603836,0.7926226261582543,0.9542857142857143,0.02282397206697461,3.7614146927567345,14,0.5556663895816014,63,2.1117333990365803
26,5,Physarum-k5,50,18.74220337492178,0.6477125335306371,0.9836734693877551,0.09545143252571,4.177859505740198,37,0.719006400487656,86,4.3099471386181545
26,5,Union-k5,50,8.98962733256307,0.7528348722331077,0.9657142857142857,0.030342554225376416,3.980231294785599,21,0.5632909823365357,70,2.0672499291661035
26,10,Physarum-k10,50,18.621597230876596,0.5674287138685382,0.9955102040816327,0.26836966938990936,4.4937899573606375,62,0.6464378238341963,111,4.282212613758456
26,10,Union-k10,50,28.14413546315501,0.6111165998386996,0.9934693877551021,0.17266037300804246,4.476683542450426,68,0.5608476753146674,117,6.472010450522226
27,0,MST,50,4.8259985507531455,1.0710788570329421,0.8706122448979593,0.010728791740523203,3.770012838408296,0,0.45807438361888875,49,1.0
27,0,kNN,50,11.39161254354313,0.8389433878930389,0.9702040816326531,0.028428140179297515,4.426227310001823,44,0.6630605670103096,93,2.3604674605145406
27,1,Physarum-k1,50,9.303255577498089,1.424241570425265,0.9093877551020408,0.011488135304455662,3.5013299635417594,2,0.5365819146584123,51,1.9277369190353821
27,1,Union-k1,50,7.738387001576007,1.6410154511365027,0.8836734693877552,0.009271627378926338,3.5475498930455878,0,0.5540318994683424,49,1.6034789319131384
27,2,Physarum-k2,50,7.726880082294472,1.0218593613480544,0.9048979591836734,0.011027279511688876,3.7264532579397356,6,0.49953699875981816,55,1.601094571627796
27,2,Union-k2,50,7.500294777847757,0.9564418607576538,0.9208163265306123,0.011485086209495536,3.7803789210804384,8,0.4738047001620749,57,1.554143603436694
27,3,Physarum-k3,50,15.774694398559134,0.8321770486501322,0.9726530612244898,0.060815986968699595,4.002444229783831,24,0.6534117647058824,73,3.2686902477617474
27,3,Union-k3,50,14.747382741067694,0.8172527248893572,0.9832653061224491,0.03586086818931775,3.9784802147380605,27,0.5665894736842105,76,3.0558199688572674
27,5,Physarum-k5,50,7.171724942224211,0.8590851552747621,0.9289795918367346,0.01837449653822711,3.7849911226681354,6,0.5883333333333332,55,1.48606031825372
27,5,Union-k5,50,6.8073211399428155,0.8362192493912775,0.9710204081632654,0.021121466263951505,3.786939811181012,6,0.5278656440095213,55,1.4105518408994269
27,10,Physarum-k10,50,21.81621031584666,0.61497366576145,0.9951020408163265,0.23082081707677823,4.55987125600438,65,0.6456922086284616,114,4.520558820400396
27,10,Union-k10,50,30.258062084640926,0.6501464801582506,0.9991836734693877,0.28902607592380025,4.47597833212683,67,0.40402200825309476,116,6.269803392278029
28,0,MST,50,4.865349840103751,0.9213206772124103,0.8975510204081633,0.013206943325413799,3.772136201136796,0,0.561604457996004,49,1.0
28,0,kNN,50,11.604302229476753,0.7606237179113272,0.9612244897959183,0.030930276763304492,4.428008398789351,44,0.6844096542726683,93,2.3850910234297347
28,1,Physarum-k1,50,7.0286908074786565,1.4037380176246224,0.8824489795918368,0.009133099468450439,3.6339924300545348,0,0.5991833910034603,49,1.4446424282881112
28,1,Union-k1,50,7.279134246437829,1.396096341698133,0.8853061224489797,0.009356299885062137,3.631726792644792,0,0.6105181873602923,49,1.4961173370181753
28,2,Physarum-k2,50,11.226319141948414,0.958179140673571,0.9342857142857143,0.017335199637427388,3.6589419651865502,9,0.6604508758568164,58,2.3074022446264664
28,2,Union-k2,50,10.359058804788843,0.8581308172887144,0.9346938775510205,0.01583625480282197,3.711480579147547,12,0.5863659401926005,61,2.129149834078106
28,3,Physarum-k3,50,12.890379532980003,0.8046184977378434,0.970204081632653,0.054968431947771505,4.0017871100179105,21,0.6620975498053581,70,2.649425006754524
28,3,Union-k3,50,13.218163549968018,0.8085362621296709,0.9726530612244898,0.03999170315466265,3.9101569040618593,22,0.5655842088506842,71,2.7167961162862952
28,5,Physarum-k5,50,15.731549957345317,0.7275609313140992,0.9787755102040816,0.060913087055312364,4.151979068317596,31,0.6584961662132081,80,3.2333851571524095
28,5,Union-k5,50,20.4309368772544,0.7257463899152328,0.976734693877551,0.05138463515273987,4.137898347762657,40,0.5481574239713773,89,4.19927395741366
28,10,Physarum-k10,50,24.517595934533023,0.6482996803582196,0.9926530612244897,0.1178459531425268,4.59579032755093,67,0.6214241099312932,116,5.039225696051941
28,10,Union-k10,50,23.263485775480532,0.6619283861260786,0.9963265306122449,0.13031006867345685,4.273102891035477,48,0.4830984737612378,97,4.781462081868392
29,0,MST,50,4.609923919198045,1.0343368967296687,0.8595918367346936,0.0075301607950378335,3.799400390441587,0,0.5461999149298176,49,1.0
29,0,kNN,50,10.876399707960887,0.8426942174160807,0.9604081632653062,0.022451110689081084,4.4418167748167345,44,0.6877183271832721,93,2.359344730759239
29,1,Physarum-k1,50,6.9850136802854506,1.4017092206467823,0.9073469387755101,0.014126268234498694,3.5287444624046564,1,0.624152087707021,50,1.5152123555003447
29,1,Union-k1,50,6.126739070695717,1.191884868904616,0.8620408163265306,0.007332151749112382,3.6702365335342253,0,0.5674958511660408,49,1.329032577995678
29,2,Physarum-k2,50,5.782067640274686,1.021875145131029,0.8983673469387753,0.011877071209573625,3.7934254004979286,3,0.5717847685626523,52,1.2542653071117387
29,2,Union-k2,50,8.455536014719382,0.9937941821992606,0.9199999999999998,0.013603343235097145,3.8298311869283643,11,0.5533348576654853,60,1.8342029419414647
29,3,Physarum-k3,50,13.23285680423725,0.8186591022026783,0.9444897959183675,0.016364497188678273,3.862606061821301,17,0.6937556270096463,66,2.870515226754387
29,3,Union-k3,50,14.933647695770297,0.8016181894307627,0.9510204081632654,0.016645347111619656,3.9526485642046576,25,0.6379711884753898,74,3.239456433018139
29,5,Physarum-k5,50,12.288187579383962,0.821395009303012,0.9771428571428572,0.06072520652140627,3.982890483836745,20,0.7302282008167189,69,2.6655944425047364
