n,trial,variant,alpha,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
50,15,Adaptive,1.0,48.03843478120044,0.5814279222539935,1.0,0.7174357537410331,5.3982653266900735,196,0.6215814850530375,245,10.27264534108749
50,16,Uniform,0.0,6.359272834281811,1.1282224977461033,0.8771428571428571,0.009090742039338691,3.6571910301602686,0,0.5650906699238931,49,1.273737927907026
50,16,Adaptive,1.0,51.43826290169536,0.5532453400593844,1.0,1.0434229865873694,5.427478813084392,201,0.5426694473409801,250,10.302886526638815
50,17,Uniform,0.0,7.590823090531235,1.6117696889744952,0.9155102040816326,0.01316936019123019,3.4188749997046406,0,0.5888037109375,49,1.5827882426985238
50,17,Adaptive,1.0,55.25435970477999,0.575753778772213,1.0,0.8722884017782223,5.478409871855129,214,0.5706097560975609,263,11.52127376116209
50,18,Uniform,0.0,8.347529567799956,1.3434576731465715,0.8906122448979592,0.01030785577181696,3.3482659175011156,1,0.622595781317262,50,1.8813088710403882
50,18,Adaptive,1.0,45.86844699009911,0.5233302899245549,1.0,0.6945568471641584,5.440041919286337,210,0.6392486923442702,259,10.33751549155186
50,19,Uniform,0.0,12.142601807796716,1.4911146486378544,0.9040816326530612,0.011811221882836797,3.4258852559176285,6,0.616312315046665,55,2.6800748722566925
50,19,Adaptive,1.0,52.80497229165283,0.5709164583544618,1.0,0.9127634317341718,5.504555911447169,221,0.6222637695805961,270,11.654938670409122
50,20,Uniform,0.0,10.464233095466106,1.653402069232215,0.8816326530612245,0.009104690641750365,3.4996686456681627,3,0.5970094562647759,52,2.109337994300489
50,20,Adaptive,1.0,48.58988121575411,0.5364752961864397,1.0,0.7414103292016352,5.4291460868872345,199,0.5360479616306955,248,9.794552706528036
50,21,Uniform,0.0,8.919887170192483,1.3764458753136188,0.8955102040816327,0.011332730339000426,3.3967042611213683,1,0.5834385155676698,50,1.806856173258932
50,21,Adaptive,1.0,50.53216921293137,0.554992803552496,1.0,1.082807505275067,5.441485722992184,202,0.5508320726172466,251,10.236044486712911
50,22,Uniform,0.0,7.921826473694581,2.023883029580321,0.8914285714285713,0.009958704829447903,3.434936608433141,0,0.6093042575285565,49,1.5282564223655204
50,22,Adaptive,1.0,45.433734402290895,0.5208603501269958,1.0,0.8287424368116139,5.39141794638547,190,0.514309582309582,239,8.76494790979277
50,23,Uniform,0.0,7.049233909411575,1.6990584506124888,0.9114285714285714,0.015459075863910208,3.4263899506034665,0,0.5591568218670373,49,1.4618114649534488
50,23,Adaptive,1.0,50.78162940349552,0.5545277044315983,1.0,0.9378827220949564,5.463539313582484,209,0.5961693548387099,258,10.53067170489785
50,24,Uniform,0.0,12.049259926477182,1.3252220924484113,0.9187755102040814,0.017151542002643624,3.376106173118333,6,0.5620762868781632,55,2.5864203162721635
50,24,Adaptive,1.0,54.05771970934114,0.62059111023643,1.0,0.9776171495087288,5.443052384437743,210,0.6482901554404148,259,11.60369892928883
50,25,Uniform,0.0,6.899832416147851,1.3835283552363562,0.9036734693877552,0.011438789315395879,3.6792344439475833,0,0.6350283663309018,49,1.397168371963942
50,25,Adaptive,1.0,52.29867869576636,0.5535534500731353,1.0,0.6688321459601002,5.4969829506290555,215,0.5771540726202158,264,10.590120942390064
50,26,Uniform,0.0,10.05443827555766,1.4006581553076456,0.88,0.009185976076323538,3.364245140934539,4,0.6043479980227384,53,2.2066705527415866
50,26,Adaptive,1.0,47.21949938090628,0.5165328333413228,1.0,0.8474430193238438,5.48906060091749,214,0.6006289308176103,263,10.363371472710766
50,27,Uniform,0.0,7.903858970137369,1.4998137808451382,0.9142857142857143,0.01629683823681664,3.505893456525107,0,0.6014727540500735,49,1.6010038225652496
50,27,Adaptive,1.0,58.02921347445666,0.5878904514294135,1.0,0.5064579626846039,5.5309009534463,225,0.5531995776135166,274,11.754383895775067
50,28,Uniform,0.0,8.045353768233898,1.3653847011203184,0.9008163265306122,0.01191258932052952,3.475652092904123,0,0.609858844287605,49,1.5685874900597048
50,28,Adaptive,1.0,46.073946481876554,0.5307575317722895,1.0,0.56243832807657,5.384485253704797,190,0.6037554585152838,239,8.982950675768322
50,29,Uniform,0.0,9.482464214837616,1.3925895279253493,0.8951020408163265,0.010753434939793478,3.423934351412528,2,0.5916212490722088,51,1.9954294339207852
50,29,Adaptive,1.0,51.45802254182983,0.5637949362859332,1.0,0.7596014134555787,5.449605119667334,207,0.5751372549019607,256,10.82849884428326
100,0,Uniform,0.0,6.949294964812595,1.0527697250282064,0.8934343434343432,0.0028763365922948453,4.402120768727587,0,0.563044026127655,99,1.0947017466440825
100,0,Adaptive,1.0,136.50969223362688,0.5458218154442642,1.0,1.1824588025194036,6.589390413967239,699,0.5667242239744481,798,21.503965406370895
100,1,Uniform,0.0,7.046837359359041,1.4068571516375405,0.8631313131313131,0.0018947582415009445,4.44182805311072,0,0.5699649333067005,99,1.0647256259948783
100,1,Adaptive,1.0,135.02505118418244,0.5341503151966778,1.0,1.0427463869886113,6.588220064068139,695,0.5471951597890163,794,20.40129845712028
100,2,Uniform,0.0,8.091288243599326,1.3279126488534676,0.8903030303030302,0.0028764187443291117,4.415675541836663,0,0.5563240123395361,99,1.1837902923064207
100,2,Adaptive,1.0,129.33323415885476,0.5239482704974286,1.0,0.642167210348108,6.583497748109931,686,0.5256130417805542,785,18.9220087655336
