trial,lambda,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
22,0.5,20,6.541235645400508,0.6050310117467731,0.9973684210526315,0.35640637595196856,3.231819137342065,12,0.4150717703349278,31,2.5315110764350184
22,0.75,20,5.699106898479666,0.5954429032935193,1.0,0.31932325574581943,3.1471859384510443,10,0.3878318584070797,29,2.205600443309689
22,0.9,20,5.5309456254433496,0.5957914246170573,1.0,0.2872338418206619,3.1058048228685355,9,0.37538293216630225,28,2.1405206711693623
22,1.0,20,4.837458557051147,0.6010470142932794,1.0,0.18511586590959658,3.0920725831021088,8,0.3944668008048289,27,1.872135569306575
23,0.0,20,9.007178130969075,1.0579150130575203,0.9078947368421053,0.0684737618600039,2.875374083537867,6,0.5202936096718478,25,3.30463551642962
23,0.1,20,7.714491712432892,1.1034308957661412,0.9289473684210525,0.12061475842825031,3.0503628480003138,7,0.6037525354969575,26,2.830362954236907
23,0.25,20,6.85578404074037,0.8091165826709847,0.9868421052631579,0.1886614032498194,3.1249976996997937,8,0.4214964370546319,27,2.51531246574386
23,0.5,20,6.680281979328605,0.7415083827761155,0.9973684210526315,0.2267299835911591,3.229562282493943,12,0.4168354430379746,31,2.4509226716357766
23,0.75,20,5.841318647152781,0.6406726647891391,0.9973684210526315,0.32459444204408383,3.203084864297977,11,0.38832020997375327,30,2.1431161661823226
23,0.9,20,6.833866875570683,0.5915662370767285,1.0,0.3605579018100237,3.247747526000125,13,0.42798913043478226,32,2.507271296646718
23,1.0,20,6.1200270371534335,0.5965994962661224,1.0,0.3210684155694529,3.176235259037321,11,0.454627249357326,30,2.245371237740897
24,0.0,20,9.16134022167135,1.0839951968782833,0.8763157894736843,0.05193079628634574,2.8864598514540836,6,0.5812500000000003,25,2.844669255896521
24,0.1,20,7.860378347369656,1.1380573451171472,0.9342105263157894,0.10797704838769412,3.077704945914898,7,0.5686372745490982,26,2.440710210890725
24,0.25,20,8.643088986762972,0.7482510323483301,0.9947368421052631,0.24599765522499026,3.2755327516286217,11,0.3308933002481391,30,2.683748111271099
24,0.5,20,7.829509019166347,0.6347226869163172,0.9973684210526315,0.31969507384109025,3.3282197397446662,13,0.37424242424242427,32,2.4311250381141036
24,0.75,20,6.086418727312221,0.6243528842208989,1.0,0.28002388609761775,3.2187168530225114,9,0.392857142857143,28,1.88988159081153
24,0.9,20,6.601473902347323,0.5953395062826816,1.0,0.3377944371856858,3.3245945660530483,12,0.3827027027027028,31,2.049810333338402
24,1.0,20,7.390679060992682,0.5706321877942058,0.9973684210526315,0.3672158211189096,3.3927497551489534,14,0.39985994397759117,33,2.294864833779585
25,0.0,20,6.667109759046582,0.9407000939901355,0.8842105263157893,0.05430611387301182,2.8051773932789765,4,0.47319277108433755,23,2.1669529134060443
25,0.1,20,7.78675965808964,0.8993021313177865,0.9342105263157894,0.10960118648244058,2.947848173228739,6,0.5966101694915256,25,2.530863018145807
25,0.25,20,6.830441532773035,0.8073318594300013,0.9736842105263159,0.145957658646721,3.0803463328417426,6,0.46547085201793736,25,2.2200392245243012
25,0.5,20,6.959596108682118,0.7709362266896531,0.9736842105263157,0.11292423678337347,3.1965710881782696,9,0.4675475687103592,28,2.262017217186887
25,0.75,20,6.785811630302414,0.600963548560402,1.0,0.30447178373656125,3.2308425505909146,10,0.4854691075514872,29,2.205533554049548
25,0.9,20,6.663946192984274,0.5839091939637957,1.0,0.34178101505421543,3.319175443764532,12,0.44748110831234267,31,2.1659246869416204
25,1.0,20,6.339864172432721,0.5985118461286225,1.0,0.33911304072377757,3.28464103993564,11,0.42860465116279056,30,2.060591116024508
26,0.0,20,11.784840461398874,1.016104869471258,0.9236842105263158,0.08873352957140104,3.011963767410209,9,0.5683632734530939,28,4.0729512898337985
26,0.1,20,6.784260118822938,0.912619444145338,0.9605263157894738,0.10714998622874994,2.983812178482198,5,0.4635699373695199,24,2.3447038669752125
26,0.25,20,6.8289316377076155,0.6536799588818104,0.9973684210526315,0.32086647120803014,3.1895907208004823,11,0.3898533007334961,30,2.360142762483059
26,0.5,20,6.760377580214182,0.6410438543323752,1.0,0.4127500264528227,3.1398478720271643,10,0.3220095693779903,29,2.336449837847737
26,0.75,20,7.076122981156089,0.5951042479549669,1.0,0.39517732140387646,3.213285088929346,12,0.42223529411764726,31,2.445574407012484
26,0.9,20,5.970808258707928,0.5894946752651253,1.0,0.3332268804934044,3.0869303606130356,9,0.36499999999999977,28,2.063567281908548
26,1.0,20,4.879921595687607,0.6103004109955308,0.9815789473684211,0.1315447919347636,3.0398256308444176,7,0.40671077504725894,26,1.6865466293367524
27,0.0,20,6.847351935806231,0.9756870698493507,0.8868421052631579,0.047282750645685837,2.7786271252408827,4,0.5195588235294117,23,2.6535100641316793
27,0.1,20,8.600007829598093,0.8820406116221665,0.9421052631578947,0.07808790515439211,3.1018500197929217,9,0.6025316455696204,28,3.3327054810952763
