trial,mu,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
19,0.5,50,90.28450647888916,0.9652462092318662,1.0,2.0000000000001337,4.921574513189253,109,0.9375046554934823,158,18.93543715877129
19,0.75,50,11.377314468146395,1.4631950956766326,0.9053061224489797,0.01044244540729818,3.6714587130699448,0,0.708469891411649,49,2.3861726839869206
19,1.0,50,8.129343289621476,1.5174544136798676,0.8897959183673472,0.009296173705843512,3.459678519020088,0,0.5924042379788101,49,1.7049732562773652
19,1.25,50,5.49062668912401,1.3049707219961963,0.8685714285714288,0.008442617797942888,3.643765556199005,0,0.5223681489141676,49,1.1515532474942467
19,1.5,50,5.257265925229945,1.1565599714476633,0.8710204081632655,0.00789961854002346,3.702116885495704,0,0.5476928597057766,49,1.1026103197165757
19,2.0,50,5.197011870040846,1.1519739964667166,0.8702040816326532,0.00794399279949527,3.70434196224334,0,0.5479311581211903,49,1.0899731915969122
19,3.0,50,4.822256724232399,1.0593862744266096,0.8485714285714288,0.0067182316493722615,3.7723337112229203,0,0.516216823029428,49,1.0113755142086962
20,0.25,50,676.4696536932718,0.5638273782590041,1.0,44.000000000000064,6.977008710201936,1155,0.8638095238095238,1204,133.2614050980213
20,0.5,50,137.3518121327807,0.9729219488267161,1.0,3.000000000000105,5.266457433856466,166,0.9409108910891091,215,27.057674173028257
20,0.75,50,9.96162251554432,1.4421684079888508,0.9138775510204081,0.012499004769497052,3.610290577735575,0,0.6993887945670627,49,1.9623937396598183
20,1.0,50,11.53121247300595,1.2181285057373359,0.9191836734693878,0.014994966546870448,3.395211666196439,5,0.5901608806096528,54,2.2715957297522245
20,1.25,50,5.700520872550537,1.2780144781980187,0.8995918367346938,0.011694253146819709,3.670385582883149,0,0.6066193905817177,49,1.1229763480434432
20,1.5,50,5.700520872550537,1.2780144781980187,0.8995918367346938,0.011694253146818403,3.670385582883149,0,0.6066193905817177,49,1.1229763480434432
20,2.0,50,5.531907564761357,1.303039106055364,0.8824489795918368,0.008971678334095961,3.7038714227085636,0,0.5927160372731735,49,1.0897603032563115
20,3.0,50,5.227644118218473,1.1188410521278636,0.8914285714285713,0.011282777700495959,3.758538763791868,0,0.5832063395306311,49,1.0298218061117577
21,0.25,50,648.9344270081837,0.537573787588066,1.0,45.82991351337575,6.9679577251695015,1157,0.8260000000000001,1206,137.25184918924984
21,0.5,50,127.4796810495102,1.0003690233582871,1.0,2.000000000000137,5.166401785545103,148,0.9370038910505836,197,26.96238823199373
21,0.75,50,8.734713330485205,1.233319963715355,0.9118367346938776,0.01586151189320842,3.630576465873975,0,0.6643879733299785,49,1.847421722213494
21,1.0,50,11.62151149141769,1.614638141260845,0.9163265306122448,0.015009735153425423,3.3667939574757377,4,0.5430091221419262,53,2.4579893995223028
21,1.25,50,5.815044311991218,1.1083374681242044,0.8677551020408164,0.009029463161687873,3.458243028236721,0,0.483069348243345,49,1.2299017461869977
21,1.5,50,5.422033923962213,1.0576767116413048,0.900816326530612,0.014669324940589475,3.6742500229070236,0,0.5061346633416457,49,1.1467787059188854
21,2.0,50,5.142972646532469,0.9809422369255909,0.9012244897959184,0.014808470077720811,3.7389067853535156,0,0.5344770583871994,49,1.0877562919888202
21,3.0,50,5.043836397230104,0.9396143224779194,0.9016326530612245,0.01544844462902225,3.737867011485784,0,0.5266200169635287,49,1.0667886364412984
22,0.25,50,652.0416599070892,0.5385807060251986,1.0,46.000000000000135,6.968151986545166,1161,0.8760000000000003,1210,133.97702206178766
22,0.5,50,75.94852925200753,1.0185049043454375,1.0,2.0000000000002576,4.654099493359544,76,0.9594192377495461,125,15.60537984736504
22,0.75,50,13.628405480633274,1.5284258748753963,0.9093877551020408,0.010080149562840148,3.73597045491501,0,0.7740649238724506,49,2.800270740378717
22,1.0,50,8.440867841520017,1.5393693805583168,0.8828571428571429,0.008317872089363406,3.465326269238757,0,0.5917085574572132,49,1.7343712933696647
22,1.25,50,5.438537148708211,1.210863619588375,0.86,0.00784859640301659,3.6648953890378992,0,0.5236000337239695,49,1.1174730946794982
22,1.5,50,5.438537148708211,1.210863619588375,0.86,0.007848596403016215,3.6648953890378992,0,0.5236000337239695,49,1.1174730946794982
22,2.0,50,5.438537148708211,1.210863619588375,0.86,0.007848596403015785,3.6648953890378992,0,0.5236000337239695,49,1.1174730946794982
22,3.0,50,5.177757816418204,1.0256324698130668,0.8820408163265305,0.009911675729986056,3.7120226421046305,0,0.5251489913011291,49,1.0638899565093771
23,0.25,50,625.6648814330943,0.5148794222437058,1.0,46.000000000000355,6.959783903832559,1167,0.8555555555555554,1216,132.17956236241886
23,0.5,50,86.85919872940462,0.8754957736010414,1.0,2.000000000000053,4.8986174542334435,115,0.9404524033930253,164,18.35009637892038
23,0.75,50,9.270119464414766,1.214305199390092,0.9048979591836733,0.01064493258574301,3.681930280869432,0,0.7424607118871727,49,1.958429137091842
23,1.0,50,5.493969524618083,1.0639603520786285,0.8914285714285712,0.011773406856014764,3.6455652565128345,0,0.5557732987427655,49,1.1606700470915596
23,1.25,50,5.569429995514386,1.1747600952495192,0.9,0.015546732267133108,3.5093161358443803,0,0.5381268498942917,49,1.176612019087637
23,1.5,50,5.144473103097284,0.9010403327459193,0.9126530612244897,0.020173406334404384,3.677156149986361,0,0.5804684173172461,49,1.0868345395942596
23,2.0,50,5.144473103097284,0.9010403327459193,0.9126530612244897,0.020173406334393462,3.677156149986361,0,0.5804684173172461,49,1.0868345395942596
23,3.0,50,4.92665815111151,0.8919589029671925,0.9020408163265308,0.015687602433523195,3.705672003994737,0,0.5665647855037659,49,1.0408183959943096
24,0.25,50,618.5090925524044,0.5154639729557537,1.0,43.21293215428101,6.975257190177365,1158,0.8927272727272724,1207,123.23424003406902
