trial,mu,demand,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
14,1.25,fixed,50,5.518004711913635,1.0722770118658824,0.8644897959183675,0.007495994007809357,3.621749063239906,0,0.5611352635747604,49,1.1546531122747492
14,1.25,uniform,50,6.043414792357998,0.685786862438976,0.9938775510204081,0.04624403592077999,3.861200553143889,5,0.45457676590776397,54,1.2645961834170751
14,1.5,fixed,50,5.2988738837426625,1.0139140089645025,0.8689795918367347,0.0076462510355965576,3.669854858640112,0,0.5838608058608059,49,1.1087995644884137
14,1.5,uniform,50,5.421007166689267,0.7465898265694991,0.989795918367347,0.03886974958807489,3.8361104191358826,3,0.4104027375625168,52,1.1343561891433651
14,2.0,fixed,50,5.045177888783415,0.8678738397944017,0.9008163265306124,0.01219357148084195,3.7573689625399176,0,0.5994327176781005,49,1.0557131889877036
14,2.0,uniform,50,4.848853602751595,0.9550331392670358,0.8722448979591837,0.008501694294875276,3.7828152089792884,0,0.5595295820517465,49,1.0146319540637225
15,0.5,fixed,50,109.48958109978646,1.0537688567017045,1.0,2.000000000000066,5.062823046836909,131,0.9393110047846889,180,23.41349463830794
15,0.5,uniform,50,7.318839466822387,0.8611567278926061,0.9265306122448981,0.016573070847380873,4.165673011834166,22,0.6466231811339691,71,1.5650768492657674
15,0.75,fixed,50,13.292031285564953,1.5156545047179684,0.9338775510204083,0.023384375530118146,3.6372455413874865,3,0.7074619695756603,52,2.8423974236705103
15,0.75,uniform,50,4.676345107434125,0.9325264263271467,0.8808163265306124,0.009608575666207006,3.761079240389206,0,0.5165000460278006,49,1.0
15,1.0,fixed,50,14.211951082261923,1.6839928689693788,0.9024489795918369,0.010353848091341638,3.3304365427602085,5,0.6214791360398053,54,3.0391151114293855
15,1.0,uniform,50,8.50923327964409,0.6600813180506314,0.9963265306122449,0.09409940951523947,4.04538273891606,19,0.39017070979335133,68,1.8196332999711051
15,1.25,fixed,50,5.628075710153548,1.0611661725587231,0.8848979591836736,0.009751594756652628,3.502234607069722,0,0.5520846500047878,49,1.203520181007691
15,1.25,uniform,50,6.105448102403098,0.71776381637744,0.9877551020408164,0.04794585085973331,3.8427746595982795,6,0.4095447783397794,55,1.3056025511669542
15,1.5,fixed,50,5.401222076847303,1.0139235437513847,0.8853061224489797,0.00975903055443405,3.5608496040251056,0,0.5552875552990961,49,1.15500929738073
15,1.5,uniform,50,5.03566949635436,0.8569213584191705,0.9387755102040817,0.018025427203109703,3.7685747147895716,1,0.5438034656722968,50,1.0768387235469439
15,2.0,fixed,50,4.916796117673302,1.0330668784140808,0.8759183673469388,0.008367195660633356,3.7337020231128255,0,0.5671720661002704,49,1.0514185768404742
15,2.0,uniform,50,4.759546425628487,0.9408823526696003,0.8865306122448982,0.009824466063294181,3.760559870552236,0,0.5525843133443484,49,1.0177919542469385
16,0.5,fixed,50,138.061005351769,1.051125632963894,1.0,3.0000000000000524,5.233760582934032,160,0.9354946131243878,209,27.653089191821607
16,0.5,uniform,50,8.917304489979802,0.9137654285999144,0.9493877551020408,0.025375360489471057,4.212379072512603,28,0.6342645564106286,77,1.7861018452223167
16,0.75,fixed,50,9.16665680394116,1.4721169569755537,0.886938775510204,0.008464913176817506,3.6430573193561324,3,0.6053691813804174,52,1.8360461561491543
16,0.75,uniform,50,4.992606952303922,0.9659368290625614,0.8746938775510205,0.009019282255360306,3.7380401988214578,0,0.5432511683313479,49,1.0
16,1.0,fixed,50,7.571834058664549,1.6382241880880264,0.9016326530612245,0.011894411689311282,3.4081630659272193,0,0.5788695555801839,49,1.516609284688513
16,1.0,uniform,50,8.849192765269565,0.6688357543506417,0.9979591836734695,0.07617282881559088,4.008149892677802,16,0.3918432708688244,65,1.7724593283246455
16,1.25,fixed,50,5.802193210049413,1.1899573067125386,0.86,0.007439959914937437,3.546677079759393,0,0.5494930634325101,49,1.162157018463449
16,1.25,uniform,50,5.904468318659159,0.7344566637396818,0.9902040816326532,0.0358892284847009,3.8082527137091557,4,0.44282343025705884,53,1.1826423299623943
16,1.5,fixed,50,5.512599808012253,1.0341667596461936,0.906530612244898,0.012830444357761364,3.6763561956661635,0,0.5977414839010735,49,1.104152572128349
16,1.5,uniform,50,5.677251347590737,0.7726813552138208,0.990204081632653,0.030418390446179437,3.7926529539791636,3,0.46522844656336915,52,1.1371316432131462
16,2.0,fixed,50,5.277045044484788,0.9475059342780271,0.9028571428571429,0.011543519986080157,3.7135130684322695,0,0.624626350885261,49,1.0569718575682403
16,2.0,uniform,50,5.303863775237075,0.9707180093721189,0.9657142857142857,0.016894431639893705,3.7484562048742625,1,0.47170300287947353,50,1.0623435463489708
17,0.5,fixed,50,152.69808048332908,0.9450828459992788,1.0,3.00000000000018,5.350890008303139,190,0.9105070993914806,239,31.83959415061692
17,0.5,uniform,50,8.522580207149469,0.9154674965566478,0.9444897959183675,0.021164799867186872,4.212633014460073,27,0.6515806111696523,76,1.7770720761702383
17,0.75,fixed,50,9.045770671932088,1.402353813037762,0.8734693877551021,0.007653370059507374,3.7038763482939467,2,0.6350246596961924,51,1.8861642927156186
17,0.75,uniform,50,4.795855115520385,1.1288825340690818,0.8489795918367348,0.006630896204206513,3.7537877312353998,0,0.5131602834620592,49,1.0
17,1.0,fixed,50,9.903158256937967,1.5221069183936466,0.9191836734693878,0.013774715686698424,3.4132482543366676,2,0.5949823143001516,51,2.064941083163519
17,1.0,uniform,50,8.679855628053454,0.6675829514877483,0.9967346938775511,0.07384342630020133,4.042117598354296,18,0.38973316840431127,67,1.8098661070814328
17,1.25,fixed,50,5.719769183165051,1.3782817812666435,0.8759183673469388,0.008942176187460038,3.556421092217943,0,0.5418201956802657,49,1.1926484527555237
17,1.25,uniform,50,5.957500606880292,0.7487111913696722,0.9926530612244899,0.03543562223213248,3.79832427243994,4,0.4031853496115432,53,1.2422186374230908
17,1.5,fixed,50,5.411151514006226,1.1382298222331573,0.8971428571428572,0.011358269572201977,3.622640323336259,0,0.5742106934886182,49,1.1282975368656603
17,1.5,uniform,50,5.2920975537379995,0.7881092350881769,0.9848979591836735,0.03207643912771695,3.77959558074122,2,0.4600204211869814,51,1.1034731922179364
17,2.0,fixed,50,5.411151514006226,1.1382298222331573,0.8971428571428572,0.01135826957219537,3.622640323336259,0,0.5742106934886182,49,1.1282975368656603
17,2.0,uniform,50,4.898856398093702,1.2167026565201289,0.8534693877551021,0.007112091650541314,3.741543562197553,0,0.5354823056973141,49,1.0214771464300463
18,0.5,fixed,50,124.3437300570985,0.9671045148897733,1.0,2.0000000000003078,5.2586260609828965,167,0.9240634291377599,216,28.02373570703317
18,0.5,uniform,50,7.983492678258604,0.8761439482212534,0.9224489795918367,0.014309370893942687,4.254987923068615,33,0.6442739529889034,82,1.7992647376093527
18,0.75,fixed,50,8.297797689104247,1.2553370628090808,0.8893877551020409,0.009773784526012097,3.597612029815535,2,0.6483358515001076,51,1.8701006418506831
18,0.75,uniform,50,4.437086167134089,0.9175116063488246,0.8648979591836735,0.0085564813781921,3.691412432970526,0,0.51657874387834,49,1.0
18,1.0,fixed,50,11.853564757839212,1.2579388298027359,0.8951020408163265,0.010587721696379664,3.4172662167437085,5,0.6388612742882964,54,2.6714749976323815
18,1.0,uniform,50,7.46098860791794,0.6424695293873155,0.9946938775510205,0.06718938913470578,3.9489485520602736,15,0.3624269149109911,64,1.6815063595523971
18,1.25,fixed,50,5.141764679513432,1.043758404996051,0.8853061224489797,0.011798240636564344,3.514706624686613,0,0.5652281515854598,49,1.1588156023651204
18,1.25,uniform,50,5.176684256077149,0.6820779670157194,0.9922448979591837,0.03968065202868392,3.7272762438053766,3,0.40787583028331276,52,1.1666855366527096
18,1.5,fixed,50,5.141764679513432,1.043758404996051,0.8853061224489797,0.011798240636558646,3.514706624686613,0,0.5652281515854598,49,1.1588156023651204
18,1.5,uniform,50,4.836559702979724,0.7012573997915684,0.9726530612244899,0.027115613141994458,3.7294286778976335,2,0.4522026992615229,51,1.0900306013447683
18,2.0,fixed,50,5.02873444818499,1.0278616258336355,0.8889795918367348,0.012856076564091592,3.537113757257303,0,0.5670169525131352,49,1.1333416252840198
18,2.0,uniform,50,4.553061928253994,0.9587332067405758,0.8742857142857144,0.009388937332120898,3.675738106416738,0,0.5217012485403751,49,1.0261378203513263
19,0.5,fixed,50,85.20018053839817,0.948585411866465,1.0,2.000000000000184,4.835535859269844,98,0.9409990749306201,147,18.805101788487917
19,0.5,uniform,50,9.278269809744895,0.9345668173001653,0.9526530612244898,0.019290995069337184,4.285527796276894,33,0.6506124041086987,82,2.0478689961774523
19,0.75,fixed,50,9.790119172728861,1.2602384599025778,0.9126530612244896,0.011896089337121213,3.67751302277803,0,0.7475502008032127,49,2.160842693069423
19,0.75,uniform,50,4.530694994193326,1.1385434563438583,0.8408163265306122,0.006488924784618836,3.7741223940903725,0,0.4970039622066442,49,1.0
19,1.0,fixed,50,11.808690452399881,1.3853479095853118,0.8869387755102041,0.009455041759606682,3.4182862749695424,6,0.5619436592260454,55,2.60637506332566
19,1.0,uniform,50,8.721131762557267,0.6492916822840965,0.9979591836734695,0.09757206284964469,4.091922267036108,20,0.3853214562354763,69,1.924899330838763
19,1.25,fixed,50,5.330888876154102,1.342897412879452,0.88,0.008986418657159767,3.5563577880076567,0,0.5575889180082363,49,1.1766161445399277
19,1.25,uniform,50,6.056774047824689,0.7182971534149029,0.9938775510204081,0.05048725801527667,3.883225747664093,7,0.4386230897261312,56,1.336831116547733
19,1.5,fixed,50,5.138694409310232,1.3231584375515442,0.8620408163265306,0.007323192775223853,3.6593589200863326,0,0.5346217077671529,49,1.1341956180886454
19,1.5,uniform,50,5.011452694746305,0.8305949635295642,0.9914285714285714,0.025491259932836647,3.7955992939542718,2,0.41631680911680924,51,1.106111248090885
19,2.0,fixed,50,5.076373471080168,1.320668103717737,0.8526530612244899,0.006859883968239502,3.659065614408839,0,0.5175466111866849,49,1.120440346919446
19,2.0,uniform,50,4.561854973388505,1.1184887502414076,0.8453061224489795,0.006462740457846582,3.7704376064329304,0,0.524591120574087,49,1.0068775274511117
20,0.5,fixed,50,124.23428645839506,0.9373626552466766,1.0,2.0000000000001266,5.227922995370522,156,0.9290310077519381,205,25.042647486039293
20,0.5,uniform,50,6.414450136919659,0.8574318096131708,0.9473469387755102,0.020092213115910404,4.026803469128848,13,0.5438934577144965,62,1.2929990437820935
20,0.75,fixed,50,9.734314956078682,1.384258529797728,0.9142857142857143,0.01200548144224684,3.6295716841464545,1,0.693308280419852,50,1.9622040333028024
20,0.75,uniform,50,4.96090864704512,0.9318312079710219,0.879591836734694,0.009801681370954976,3.7897735978195173,0,0.5297346111315882,49,1.0
20,1.0,fixed,50,11.89002719583941,1.2290266178054994,0.8889795918367348,0.009548626660287628,3.5004069449872266,6,0.5888565529446463,55,2.3967438309757028
20,1.0,uniform,50,8.489752358400343,0.6349499473168929,0.9979591836734695,0.10225407238028297,4.052796565278227,17,0.3830103550295858,66,1.7113301135785113
20,1.25,fixed,50,5.894920007532177,1.0501993320923544,0.8804081632653061,0.010047273909878722,3.5306700710629735,0,0.5308665191740412,49,1.1882742511381226
20,1.25,uniform,50,6.568463571223228,0.6780046145069042,0.9926530612244897,0.06262372979112399,3.9172207719083305,8,0.3961513790891593,57,1.3240444520452157
20,1.5,fixed,50,5.441781378716257,1.0865357142732694,0.8820408163265308,0.009248111865318737,3.7122773277802756,0,0.5801485971258189,49,1.096932389988185
20,1.5,uniform,50,5.627621049057309,0.7627249016137444,0.9861224489795919,0.024175478224703614,3.833911501460078,3,0.4833077016965701,52,1.134393202827733
20,2.0,fixed,50,5.441781378716257,1.0865357142732694,0.8820408163265308,0.009248111865315198,3.7122773277802756,0,0.5801485971258189,49,1.096932389988185
20,2.0,uniform,50,4.980924478319946,0.9549400141270378,0.8767346938775511,0.00911104995042193,3.790619447785822,0,0.5333980230343696,49,1.0040347107150922
21,0.5,fixed,50,133.30107016427715,0.9683370481910893,1.0,2.0000000000000075,5.269206698716649,166,0.9396435643564358,215,27.00211975026011
21,0.5,uniform,50,9.373872840406136,0.7503605621904385,0.9906122448979592,0.05260848901662171,4.264071344173582,29,0.5992556690323696,78,1.8988177412861353
21,0.75,fixed,50,9.210710051605151,1.2832493004698495,0.906938775510204,0.011752312407637631,3.6147033903138936,1,0.6514978396543449,50,1.8657666850826025
21,0.75,uniform,50,4.936689096899256,0.9913711700839429,0.8824489795918369,0.01058422714085773,3.786948356772588,0,0.528225272124941,49,1.0
21,1.0,fixed,50,9.946644123706221,1.3584001425314207,0.8955102040816327,0.011715912403353953,3.3781894342222305,2,0.5739010815919352,51,2.014841106755888
21,1.0,uniform,50,8.266106946036052,0.658988814909315,0.9963265306122449,0.07348129770082198,4.076645544834533,17,0.44908326029798395,66,1.6744232386900786
21,1.25,fixed,50,5.741023779857352,1.071671900211355,0.8946938775510204,0.012889427697859807,3.5710246504871304,0,0.576144375460381,49,1.162929985496413
21,1.25,uniform,50,6.039282592316111,0.7265796374929759,0.9946938775510205,0.04889313123727656,3.8688305578588182,5,0.44062622309197685,54,1.2233467560493927
21,1.5,fixed,50,5.386113723091047,0.9664900902483261,0.8951020408163265,0.012280954312779695,3.7134889948903607,0,0.5791763576229592,49,1.0910376605393433
21,1.5,uniform,50,5.476746918120988,0.8131215935061687,0.979591836734694,0.024392651338015457,3.8147190809757676,2,0.46830799411476187,51,1.109396765852835
21,2.0,fixed,50,5.28803625464978,0.9389317205113962,0.903265306122449,0.013956181662732041,3.73583456194829,0,0.5797671294223019,49,1.0711706066260493
21,2.0,uniform,50,5.0169233444583465,1.0613045816126503,0.8657142857142857,0.008574557648399232,3.781316283644318,0,0.5203719549463022,49,1.0162526434183359
22,0.5,fixed,50,101.65928723107963,1.063690708040795,1.0,2.0000000000000187,4.943104977126302,105,0.9611194029850745,154,19.611822995605348
22,0.5,uniform,50,8.643056718518157,0.7172858863607815,0.9759183673469387,0.04137277091959554,4.143325293332902,23,0.533712526332847,72,1.6673941272011366
22,0.75,fixed,50,13.605460367603461,1.581916382394325,0.9269387755102041,0.014573812741263488,3.6491007228632992,2,0.7705847762169225,51,2.6247270443342945
22,0.75,uniform,50,5.183571524883721,0.9700807093026382,0.8844897959183673,0.010107218522175842,3.7235174205791837,0,0.5540664464736742,49,1.0
22,1.0,fixed,50,9.628356638968022,1.3943799745014338,0.9073469387755102,0.011809155937765325,3.453761954443109,2,0.6036375661375664,51,1.8574754091357901
22,1.0,uniform,50,8.52127353618237,0.6203059753973661,0.9955102040816327,0.09305316024004456,4.075816325084577,19,0.3839559575304756,68,1.6439000591148438
22,1.25,fixed,50,5.697031424056253,0.9886709125730884,0.893061224489796,0.010872787885102988,3.65058239990219,0,0.575525076765609,49,1.0990552357014212
22,1.25,uniform,50,6.232573812093979,0.6805183606873412,0.9906122448979592,0.05286425683151929,3.822313715923889,5,0.44597547726214537,54,1.202370562878225
22,1.5,fixed,50,5.697031424056253,0.9886709125730884,0.893061224489796,0.01087278788510289,3.65058239990219,0,0.575525076765609,49,1.0990552357014212
22,1.5,uniform,50,5.903653618036095,0.7232077176399305,0.9885714285714284,0.038819678151539354,3.776706995437905,3,0.507552719200888,52,1.1389162066531968
22,2.0,fixed,50,5.51822615098787,0.9685306640338925,0.8991836734693877,0.01124077288439673,3.705306861861707,0,0.6084083424807902,49,1.0645606266832897
22,2.0,uniform,50,5.338254768300485,1.3000215865156943,0.8371428571428572,0.006213323085274398,3.7079549867411594,0,0.5206992790138771,49,1.0298410550860941
23,0.5,fixed,50,115.0523133773556,0.967063163048422,1.0,3.000000000000123,5.079629444198323,136,0.9495510983763136,185,23.858591291727254
23,0.5,uniform,50,9.056291593561543,1.0131309516884044,0.9220408163265307,0.014735258853272506,4.297207858256215,32,0.6517985245484605,81,1.8780183849133865
23,0.75,fixed,50,8.98812766402723,1.3509525725438292,0.8869387755102041,0.00929025750845178,3.7577615901194155,4,0.6738887037654122,53,1.8638831164615193
23,0.75,uniform,50,4.822259284740291,1.131618434418295,0.8412244897959184,0.006434347970907194,3.763517869219504,0,0.5036057729412673,49,1.0
23,1.0,fixed,50,8.764385026879646,1.3379642339975628,0.9220408163265306,0.02008667945915613,3.416403231473184,2,0.5557715736040607,51,1.8174852303388045
23,1.0,uniform,50,8.842346938157547,0.6340090864791078,0.9959183673469388,0.08684989811749802,4.118876803299529,22,0.39847898338220933,71,1.8336523227066095
23,1.25,fixed,50,5.709279317794293,1.261755063543096,0.9048979591836733,0.013987683090957678,3.5660478157595232,0,0.5617955001113835,49,1.1839428327425106
23,1.25,uniform,50,6.052540049385434,0.7077478473300424,0.9844897959183673,0.054681122080599144,3.8418186630187368,5,0.455664659564613,54,1.2551253866705763
23,1.5,fixed,50,5.663469226828916,1.2581650482511153,0.9048979591836733,0.013987683090961538,3.5636397071966672,0,0.5617955001113835,49,1.1744431173061507
23,1.5,uniform,50,5.493099858200871,0.7771426049061588,0.9906122448979592,0.037378952795514,3.813922123883581,3,0.3978004291845494,52,1.1391133354407983
23,2.0,fixed,50,5.136081991885345,0.9968851491017774,0.9093877551020408,0.015584252978776122,3.7158380696500135,0,0.5631326402376333,49,1.0650779413994027
23,2.0,uniform,50,5.1022028911668516,0.9318853560236143,0.9763265306122448,0.02561909421335088,3.7751917048932087,1,0.45134495084897197,50,1.058052375431662
24,0.5,fixed,50,127.08497430544335,1.0182273131978128,1.0,2.0000000000001026,5.14815254931519,147,0.9293100097181728,196,27.279282000900825
24,0.5,uniform,50,9.648043426661669,1.1213084820104995,0.9187755102040817,0.011486145611468754,4.367793496387864,39,0.6025674399076308,88,2.0709898934257254
24,0.75,fixed,50,10.508143300292005,1.5994669604824792,0.8808163265306121,0.00829971420765138,3.6296708954533052,2,0.6738128871020321,51,2.2556136629148624
24,0.75,uniform,50,4.6586627280456545,1.2642503630227124,0.8306122448979592,0.006035371137113655,3.740413879126942,0,0.4660859532737238,49,1.0
24,1.0,fixed,50,14.246397872352757,1.3577747165373935,0.9126530612244897,0.014845158455371163,3.3848815542919843,8,0.5491156938133521,57,3.0580444870129573
24,1.0,uniform,50,8.460712669471548,0.6991808792024271,0.9963265306122449,0.07734717489653083,3.995316094379879,18,0.3679366222542313,67,1.8161247472449853
24,1.25,fixed,50,5.461688449658554,1.338255716265425,0.8918367346938774,0.012624635930515517,3.5803283290563983,0,0.5327063034400474,49,1.1723725816807036
24,1.25,uniform,50,6.035058149886439,0.7786269805132345,0.9959183673469387,0.04469567068415212,3.7802763170750104,5,0.37715306402857895,54,1.2954486087938357
24,1.5,fixed,50,5.388210301240012,1.3097301307498745,0.8893877551020407,0.011325231707714026,3.6013884408644956,0,0.5352894995093227,49,1.1566002125035586
24,1.5,uniform,50,4.892237024258658,1.0185276617541512,0.9673469387755101,0.014611888674230609,3.755340229134151,1,0.34365005049114106,50,1.0501376274369167
24,2.0,fixed,50,5.272173121900912,1.113248754188599,0.9114285714285713,0.017687813308969926,3.652267432290411,0,0.5813241247916172,49,1.1316923824860423
24,2.0,uniform,50,4.933761506262318,1.0141704710193062,0.9591836734693877,0.013066637993351017,3.7526775605449822,1,0.3876993921532508,50,1.0590510183449295
25,0.5,fixed,50,76.3805717279122,1.0477852121695126,1.0,2.000000000000284,4.690599270245664,75,0.9570027247956403,124,15.466537825036276
25,0.5,uniform,50,9.330087590005606,0.8925857416491615,0.9677551020408163,0.02817755734354016,4.260276718165456,29,0.623408350147447,78,1.8892782465123832
25,0.75,fixed,50,11.309686319990828,1.5502879727953545,0.9261224489795918,0.015736316592382987,3.631233060562144,0,0.7551026252983293,49,2.290133306157367
25,0.75,uniform,50,4.938440172710925,1.0127763603706936,0.8853061224489795,0.0096081558638824,3.7795800714988124,0,0.5681942812377596,49,1.0
25,1.0,fixed,50,9.858803685280414,1.4557906968755305,0.9244897959183673,0.016602911412271455,3.4623131024910196,2,0.6447941217246635,51,1.9963396012689747
25,1.0,uniform,50,8.932056870600885,0.6631872829283662,0.9955102040816327,0.07869897134622098,4.05970325002638,19,0.40823089983022043,68,1.8086797770595833
25,1.25,fixed,50,5.60793943503935,1.0261611060773597,0.9151020408163265,0.015675040652970876,3.6661225026960604,0,0.6071412625573609,49,1.1355689729781435
25,1.25,uniform,50,6.189211915878964,0.6995260473172068,0.9893877551020408,0.04306667338071277,3.8559401358137158,5,0.4538528642047106,54,1.253272632536811
25,1.5,fixed,50,5.610616737245045,1.2446375848770854,0.8861224489795919,0.009663153487487799,3.622175618489868,0,0.6019125459746628,49,1.136111108169026
25,1.5,uniform,50,5.581245942033095,0.7928497516746889,0.9877551020408163,0.029214605916255795,3.8265445440196215,3,0.4764350303480738,52,1.1301637251523706
25,2.0,fixed,50,5.076201777884232,0.969456061721742,0.9057142857142856,0.012948913494153622,3.7733185645875977,0,0.6051219512195125,49,1.0278957728261156
25,2.0,uniform,50,5.003711895283157,1.0251737785011326,0.8869387755102041,0.009803268378254671,3.7773065111863486,0,0.5738002387584562,49,1.013217072656446
26,0.5,fixed,50,109.00033891588926,0.892405758325351,1.0,2.000000000000109,5.111993423064423,135,0.9530259365994236,184,23.92255355620103
26,0.5,uniform,50,9.035672120124099,0.8146380382433828,0.9559183673469388,0.019581206827677815,4.278706278324886,31,0.6631738623103849,80,1.9830796157133013
26,0.75,fixed,50,8.444348406249238,1.181486703452332,0.8832653061224488,0.00853522325200731,3.730692871806361,4,0.6301813784764208,53,1.853300448465584
26,0.75,uniform,50,4.556383943704663,1.008814156946819,0.8453061224489795,0.006482466197075705,3.7707891899827235,0,0.5304913594011309,49,1.0
26,1.0,fixed,50,12.58624908625206,1.1607780907204426,0.8893877551020409,0.009525113348262783,3.3787188364886607,7,0.58588583843571,56,2.7623328590738883
26,1.0,uniform,50,7.573755058576219,0.5967707435183014,0.9971428571428572,0.0860762867202238,4.031583296553815,16,0.3948698884758366,65,1.6622293362789395
26,1.25,fixed,50,5.25319224286152,1.2761919490715516,0.8599999999999999,0.007454364221984809,3.5872790891391197,0,0.5635330955901539,49,1.1529301103168892
26,1.25,uniform,50,5.647649527510439,0.6361858970151919,0.9906122448979592,0.045730562319914785,3.901138461765252,7,0.44318320146074264,56,1.2395025523065337
26,1.5,fixed,50,5.07500190759082,1.1737952123800814,0.853469387755102,0.0070433643626465255,3.6743039079000535,0,0.5494058493254004,49,1.113822270092648
26,1.5,uniform,50,5.0253156105049195,0.6996763084147357,0.9881632653061224,0.025701874537286066,3.797824682895692,2,0.4585630498533726,51,1.1029175048885327
26,2.0,fixed,50,5.125282951996876,1.1245994947557978,0.8697959183673468,0.008201035779654555,3.645343244448469,0,0.5909482355143687,49,1.1248575658507078
26,2.0,uniform,50,4.695883219299209,1.0407962796875445,0.8616326530612244,0.007967917113614888,3.758219275483814,0,0.5427271939703717,49,1.0306162249095108
27,0.5,fixed,50,132.37456672849385,0.9380567734700233,1.0,2.000000000000082,5.246307924391919,170,0.918968253968254,219,26.813761245420345
27,0.5,uniform,50,9.121425487823963,0.7744754278525817,0.9763265306122448,0.03494528351576677,4.27075353640706,30,0.5153905870936442,79,1.8476338113351298
27,0.75,fixed,50,9.341613280235876,1.3530794060206865,0.9146938775510204,0.013581860193374127,3.7237451622649194,1,0.6935003278688527,50,1.8922349990164364
27,0.75,uniform,50,4.936814552680585,0.9188720856653095,0.8942857142857144,0.012324554248042296,3.775491211640611,0,0.5708488911810214,49,1.0
27,1.0,fixed,50,10.640875796181042,1.3353536075609842,0.9240816326530612,0.017571918999204413,3.485205173102622,3,0.573682584631227,52,2.1554133100671717
27,1.0,uniform,50,9.170636397431073,0.6585696721481676,0.9975510204081632,0.0953933238302582,4.106521111861408,21,0.3948204446133379,70,1.8576019616640478
27,1.25,fixed,50,5.806733474138747,1.2949665838175626,0.8918367346938776,0.014023596925623246,3.5955817947906272,0,0.5454656153308712,49,1.1762105730679746
27,1.25,uniform,50,6.123072742005738,0.7262566497053248,0.9955102040816327,0.058205154799298046,3.838776011089079,5,0.4454682298451298,54,1.240288181106791
27,1.5,fixed,50,5.618098766902834,1.2776716854313674,0.889795918367347,0.013781138837512679,3.6581680377449284,0,0.5309593306090679,49,1.1380007709328126
27,1.5,uniform,50,5.448691880338939,0.8229968341990872,0.9767346938775511,0.022133769285589654,3.800913617021085,2,0.4800215028073114,51,1.1036857516514198
27,2.0,fixed,50,5.201841542578813,0.990402922976497,0.9020408163265305,0.012591756781138077,3.753958970644451,0,0.5607977576541612,49,1.0536838050265276
27,2.0,uniform,50,4.973647990077775,1.0411616835160997,0.8832653061224489,0.010252935985952845,3.7711669515586133,0,0.5392349726775951,49,1.00746097245585
28,0.5,fixed,50,104.62306756180193,1.0523874190237508,1.0,3.0000000000001945,4.9430719480035785,101,0.9645581395348839,150,20.398162675839554
28,0.5,uniform,50,8.39019991601005,0.7623129296747198,0.9608163265306123,0.02282380065908512,4.211954315134484,25,0.5902018006830179,74,1.635821494800766
28,0.75,fixed,50,12.167570517031868,1.5112653627002672,0.9310204081632653,0.020217447170302848,3.677415250240197,2,0.7120433436532507,51,2.372288335261755
28,0.75,uniform,50,5.129043690083025,0.93480823050914,0.8873469387755102,0.01053555368658617,3.7718555621185956,0,0.5556846554605326,49,1.0
28,1.0,fixed,50,9.821963523310759,1.157922643596943,0.9032653061224489,0.011922320899186021,3.452176498971627,2,0.6093336340060886,51,1.9149697520224807
28,1.0,uniform,50,8.323196957109365,0.6347115055063244,0.9983673469387756,0.11278018080872998,4.077945645601123,18,0.3895996935452979,67,1.6227580539433144
28,1.25,fixed,50,5.581646222524956,0.9422276256903558,0.8995918367346938,0.011917465870245062,3.7251520182325737,0,0.5856532527780776,49,1.0882430643585734
28,1.25,uniform,50,6.593897364950318,0.684139681855987,0.9906122448979592,0.047990283020839936,3.887651283455273,7,0.47384639847352505,56,1.285599765449372
28,1.5,fixed,50,5.5076207529704435,0.9364264460354718,0.8995918367346938,0.011917465870243841,3.7319085264340983,0,0.5856532527780776,49,1.0738104578090055
28,1.5,uniform,50,5.606697560521176,0.794293723649203,0.962857142857143,0.022539075656243194,3.833020734126009,3,0.5134985944288273,52,1.093127276603569
28,2.0,fixed,50,5.5076207529704435,0.9364264460354718,0.8995918367346938,0.011917465870253179,3.7319085264340983,0,0.5856532527780776,49,1.0738104578090055
28,2.0,uniform,50,5.2887400042263595,1.1038417811612171,0.8881632653061223,0.00995139770263973,3.7634021564867517,0,0.5990925064599482,49,1.0311356899634345
29,0.5,fixed,50,112.82860633102379,0.9203045233887088,1.0,2.0000000000000644,5.114061629031675,138,0.9411934552454284,187,23.74293400537145
29,0.5,uniform,50,9.097589679851785,1.0298635924276802,0.9126530612244897,0.010924825036645287,4.247937483278587,31,0.6367637231503578,80,1.914438885675362
29,0.75,fixed,50,9.754753972888842,1.3267902802068783,0.8983673469387756,0.009865141608909937,3.6853892793402148,1,0.7014540236757143,50,2.0527283580675704
29,0.75,uniform,50,4.7520919826293655,1.1353942857416657,0.8644897959183673,0.007889206859572511,3.7266461026006272,0,0.519972728822226,49,1.0
29,1.0,fixed,50,11.626614268367952,1.3402853309540859,0.8963265306122448,0.01037560919058441,3.4475908264885096,5,0.5779577750710514,54,2.446630728291346
29,1.0,uniform,50,7.506419835384572,0.7026786438725591,0.9946938775510203,0.06854409477207447,3.977002950017572,14,0.39386885245901593,63,1.5796032279727081
29,1.25,fixed,50,5.474413417414398,1.1204764789328414,0.8877551020408163,0.01026944557194709,3.609729343410585,0,0.5693168198162204,49,1.152000726716861
29,1.25,uniform,50,5.906731983400467,0.720427931141835,0.9893877551020408,0.04820088656863068,3.809519635310801,5,0.4186168660636127,54,1.2429750949669605
29,1.5,fixed,50,5.474413417414398,1.1204764789328414,0.8877551020408163,0.010269445571951861,3.609729343410585,0,0.5693168198162204,49,1.152000726716861
