trial,alpha,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
14,0.5,50,25.717705093378093,0.5638602854245477,0.999591836734694,0.2827253290643205,4.979177710986684,113,0.550257801899593,162,5.30431422323608
14,0.75,50,36.04289951571336,0.5254233005749521,0.999591836734694,0.638681962890512,5.238123953790067,159,0.5739037433155081,208,7.433900647577368
14,1.0,50,45.82283739799384,0.5182634413057176,0.999591836734694,0.7785323472835306,5.4052164690343165,196,0.576899849018621,245,9.451027114460407
14,1.25,50,57.59997496577555,0.5151802710698284,1.0,1.1310180633056381,5.568028816270527,238,0.5772727272727274,287,11.880078932380096
14,1.5,50,67.47852839884978,0.510157237625479,1.0,1.5416458711125047,5.671945747567449,269,0.5966028097062583,318,13.917545000592579
14,2.0,50,85.24389524919515,0.5070640881944697,1.0,2.081330363135879,5.827373966823967,322,0.6078120411160057,371,17.581677850827234
15,0.0,50,7.788768901602803,1.7735578617248096,0.9142857142857143,0.01653095154605715,3.4160838033533993,0,0.5899526411657561,49,1.6246136198967964
15,0.25,50,16.119428735517584,0.6354433205970187,0.9942857142857143,0.13202286723080664,4.574208398167331,61,0.5223258170762601,110,3.3622570908848797
15,0.5,50,26.42566331378625,0.5532308727859574,0.9979591836734695,0.3029837097790148,4.991900484925666,115,0.5496404988994863,164,5.511974109996978
15,0.75,50,34.410860019572574,0.532795069936932,0.999591836734694,0.5505292122323572,5.2000404818894586,151,0.5483860232945093,200,7.1775594534144584
15,1.0,50,45.387919258072834,0.5123340696022779,0.999591836734694,0.8086003310899375,5.407690010952656,195,0.5085110767645544,244,9.467199853659436
15,1.25,50,57.401161299113156,0.5044958292219673,1.0,1.3340887827948023,5.568771087428598,237,0.5172453703703701,286,11.972971546920824
15,1.5,50,67.08865159888737,0.5025794580951869,1.0,1.7580442747635916,5.6702390262856595,267,0.5315897435897432,316,13.993628326247345
15,2.0,50,85.31405746202255,0.4972397433225969,1.0,2.603588474582118,5.832257476360514,322,0.5525276344878411,371,17.79515883350161
16,0.0,50,9.989104860637672,1.7699908485634634,0.8922448979591836,0.00959114557543837,3.42016102324122,1,0.6002034039020341,50,2.0697273920935264
16,0.25,50,16.382101088552893,0.6977995999349265,0.9971428571428572,0.09067429854422719,4.491174777921425,53,0.47302573203194287,102,3.394346524144769
16,0.5,50,27.532308300072593,0.5975190277382046,1.0,0.33669697008155725,4.9754141083292645,111,0.5743478260869566,160,5.704652564092365
16,0.75,50,38.91044114775736,0.5759520794080744,1.0,0.6314393957322264,5.245697017408146,158,0.5924529951902056,207,8.06218445051096
16,1.0,50,51.379839867343144,0.5580257286566591,1.0,0.9782683504843597,5.440285022566004,202,0.6244730331519046,251,10.645824972151766
16,1.25,50,60.97934126995917,0.5521247476094644,1.0,1.3376263751895665,5.562787769379263,234,0.6205405405405409,283,12.634827118052385
16,1.5,50,70.00897268148631,0.5495011040643509,1.0,1.6724658239749086,5.655368603392905,261,0.6148250000000002,310,14.505753065240091
16,2.0,50,85.82881658561976,0.5449224217191511,1.0,2.359866451764159,5.7878985203419475,305,0.6176503892427458,354,17.783600752679284
17,0.0,50,8.435939287241844,1.632357730294598,0.9142857142857141,0.013832494685329114,3.4951347500677468,0,0.6641740900992619,49,1.8114246103848202
17,0.25,50,14.475206356274676,0.6724930657639996,0.9693877551020408,0.03266994564956279,4.438077501329707,49,0.6024506787330315,98,3.1082187935858983
17,0.5,50,23.318447184616897,0.5476105350339128,0.993061224489796,0.11122479516309511,4.890088266987759,101,0.5716685979142531,150,5.007102074579302
17,0.75,50,33.487971769150896,0.5338528037567555,0.9963265306122449,0.27518234574931105,5.191690780965299,151,0.5764283011729097,200,7.190774393819197
17,1.0,50,42.56653661660526,0.5117278792092897,0.9991836734693877,0.4330621513971824,5.379773568920191,190,0.5353671328671328,239,9.140188114295382
17,1.25,50,54.3506872469845,0.4970488996270861,0.999591836734694,0.7043432642464373,5.561623395379516,235,0.540104384133612,284,11.67056436968566
17,1.5,50,63.93725939106265,0.491306073823678,1.0,1.2912001376680449,5.682032632478863,270,0.5189938650306747,319,13.729061013595292
17,2.0,50,82.02967416305069,0.4882157676148966,1.0,1.9672596940953602,5.846867646752156,327,0.5215251798561151,376,17.61399240811511
18,0.0,50,5.971140091706125,1.1786930008476244,0.8869387755102041,0.01004250266795824,3.713892574504282,0,0.6108409067168075,49,1.2344023998270561
18,0.25,50,21.03644628425727,0.685641921818886,0.9873469387755103,0.06008259405061602,4.731574881767748,77,0.503606388459557,126,4.348824408455722
18,0.5,50,32.25347035848157,0.6321483848391534,0.9963265306122449,0.15772063724316668,5.099260978307564,131,0.5366988950276244,180,6.667698396251251
18,0.75,50,42.841589738712244,0.596227084854515,0.9991836734693877,0.30334723921709067,5.311387069944688,172,0.5239754816112081,221,8.856560116438699
18,1.0,50,54.815658136869246,0.5781799094843837,1.0,0.8565133097158486,5.489404679220154,214,0.5382591093117406,263,11.33193643308362
18,1.25,50,64.9538599965551,0.5744691304911677,1.0,1.1560552372547812,5.6079545780365,247,0.5602366197183097,296,13.42778756257061
18,1.5,50,77.30358991846033,0.5707300469746104,1.0,1.5201627040276664,5.7188399215901695,282,0.5707975460122698,331,15.980823669358724
18,2.0,50,95.94002554769848,0.5677845583954845,1.0,1.887237204484661,5.855286636454084,331,0.5889082969432315,380,19.83349845367799
19,0.0,50,8.129343289621476,1.5174544136798676,0.8897959183673472,0.009296173705842438,3.459678519020088,0,0.5924042379788101,49,1.7049732562773652
19,0.25,50,16.132475393704745,0.735636744020537,0.9914285714285714,0.06538896763778955,4.556829628605867,57,0.532012383900929,106,3.3834761460910054
19,0.5,50,27.046747409756556,0.587801269646646,0.9987755102040816,0.2326649149530266,5.023205652725185,117,0.5088987341772153,166,5.672534589823088
19,0.75,50,37.7416468312972,0.5397562742780968,1.0,0.5368433557330432,5.271394502141383,163,0.5417508417508414,212,7.915583855018053
19,1.0,50,51.50417056623584,0.5266187874734459,1.0,0.9541427055690106,5.500571095717823,216,0.5868322351748607,265,10.802008264835964
19,1.25,50,60.184429103267796,0.5233404573298629,1.0,1.2477145660495137,5.613790153296851,247,0.6181437464629316,296,12.622525388538568
19,1.5,50,68.58641609560527,0.5199379940814117,1.0,1.5252831603556425,5.701155677587405,274,0.6118387293830179,323,14.384680412772108
19,2.0,50,81.1446803963497,0.5147902170791236,1.0,2.1759385764643153,5.807751687143817,311,0.6391811242192924,360,17.018534589574745
20,0.0,50,11.53121247300595,1.2181285057373359,0.9191836734693878,0.014994966546871368,3.395211666196439,5,0.5901608806096528,54,2.2715957297522245
20,0.25,50,17.75219735959554,0.7602801084357453,0.9971428571428572,0.10438681886209554,4.51288491330022,55,0.4326507713884993,104,3.497101090642191
20,0.5,50,30.425335470033463,0.6473250009139971,1.0,0.27812734933076017,5.0239208825535675,120,0.559410400794965,169,5.993650909806736
20,0.75,50,42.23769724560165,0.6114962775528671,1.0,0.5958665287002495,5.281340300839222,167,0.6057365684575393,216,8.320631756832471
20,1.0,50,54.35350230871188,0.5927388617664509,1.0,0.8115829122030954,5.463369354155018,209,0.6396245059288534,258,10.707389533458288
20,1.25,50,63.663129269038755,0.5839509935261071,1.0,1.1171583209831373,5.571846370190377,238,0.6082690187431095,287,12.541343152660998
20,1.5,50,75.73836043281011,0.5784178373384575,1.0,1.4608080724117827,5.687899543429767,273,0.6090842040565456,322,14.92010805805204
