mu,iteration,n_mean,n_std,n_surviving_edges_mean,n_surviving_edges_std,conductivity_entropy_mean,conductivity_entropy_std
0.5,25,20.0,0.0,189.0,1.4142135623730951,5.13248368130506,0.0070467129316515035
0.5,50,20.0,0.0,133.0,8.48528137423857,4.722787137845218,0.06433550216613161
0.5,100,20.0,0.0,116.5,10.606601717798213,4.5976058212446755,0.08351917201696175
1.0,25,20.0,0.0,148.5,2.1213203435596424,4.934131707986815,0.010554706514593752
1.0,50,20.0,0.0,12.0,0.0,2.229872844266599,0.03619066138128906
1.0,100,20.0,0.0,13.0,1.4142135623730951,2.355550517817393,0.1155513163327142
